phi,rho,eps,theta,alpha,mu,r,b,gamma,Tumor
0.235371427242851,0.273771272019557,0.1428774643399,9.35806260197285E-06,5.77071570582198E-08,0.00292721931552083,0.0824355552926938,1.47361985700398E-12,1.72732638860966E-06,141
0.330916210747273,0.532766523248136,0.213967705377558,5.63686881429605E-06,6.69180438373018E-08,0.00512540138373534,0.0903810371800998,1.53908163061999E-12,3.14863174544084E-06,167.5
0.279150170735569,0.398269794147122,0.119846300973702,3.55797042254032E-06,5.63329431344096E-08,0.00509526051472667,0.0898766650900233,8.27415585495908E-13,1.5455183251277E-06,105.4
0.385183708707924,0.421542550570763,0.132523342190027,4.4349376363205E-06,6.88011628468298E-08,0.00693169970010666,0.0857755524980169,1.20805749327907E-12,2.23601064901947E-06,125.2
0.30389363535373,0.425983593980237,0.19428633359863,3.41228742147478E-06,7.06005440781616E-08,0.00793858761327041,0.0852285157573728,1.9535484105842E-12,1.71698602186569E-06,113.4
0.400447195537095,0.459634151323105,0.0735452456818945,5.08086235377704E-06,5.04837892115691E-08,0.00673487956896121,0.0839616730016702,6.45481958392615E-13,1.66313388676586E-06,132
0.322997647656204,0.394925184246016,0.123962690675717,9.51101852226862E-06,7.19526232327822E-08,0.00743230458710618,0.0863395139071699,1.88414575200086E-12,2.05666046809143E-06,115.1
0.249708007897187,0.262997759384701,0.202941918183758,4.38318574030512E-06,6.35336700465098E-08,0.00285167885295603,0.0877997977908982,1.24115880195376E-12,1.48907825879991E-06,107.8
0.373378092712717,0.505569245936326,0.14132837397584,7.82618101317519E-06,6.96302476706803E-08,0.00291088358237646,0.0745365672757738,2.18332791659579E-12,1.73524828640908E-06,224.4
0.215257021371421,0.255509875312118,0.0689051061254806,9.15049156813463E-06,6.12593194886448E-08,0.00404184499669132,0.0858297741876487,8.06787512060007E-13,1.86325708058849E-06,118.5
0.404105588063468,0.433177847975131,0.0945792004479371,5.01992521728963E-06,6.01350500564667E-08,0.00462484175169078,0.0896104730689489,1.57583228956277E-12,2.47000551137697E-06,126.9
0.195023762106305,0.35401249386039,0.176264303064885,7.28184929731078E-06,6.99125502841236E-08,0.00346580296656606,0.0884771279713749,7.8687276708075E-13,2.15621504642918E-06,111.4
0.413759939157914,0.522316461542615,0.164227426461287,7.48438716588159E-06,5.12365068350584E-08,0.00308451834676729,0.0873086570082983,2.16181749071702E-12,1.9435802850198E-06,131.9
0.41108884965217,0.419752637020896,0.0828984664086899,6.15761902623623E-06,6.34865481874191E-08,0.00635945845981585,0.0837513415753841,1.85132101800364E-12,1.50300804141211E-06,116.3
0.206058130089683,0.30598305759571,0.200084381373328,3.19514332700909E-06,4.62953700814254E-08,0.00400279088836855,0.0876619780608683,1.50104615244033E-12,1.65068638978703E-06,124.2
0.113254847409872,0.279629741247115,0.235332518956851,7.87350160680344E-06,6.77889433521521E-08,0.00290073821029167,0.0832324580303651,1.75190391291303E-12,1.89652423822136E-06,124.8
0.413726237228915,0.483296917561332,0.0750935807732564,9.23525791660971E-06,6.89675957423405E-08,0.00466989006025823,0.0774447964562225,1.79832026602755E-12,1.76153337172676E-06,146.1
0.31446505989302,0.391524269975223,0.0973021509845067,3.85930541556793E-06,5.10112877252304E-08,0.00413358685551793,0.0856097917447157,1.20376297606046E-12,1.6556076166244E-06,122.5
0.243280436952746,0.330716924470363,0.0923640673526741,2.73822952041256E-06,7.11881389076965E-08,0.00657067329034085,0.0887182066783529,1.11537157995306E-12,2.40842088851393E-06,113.9
0.165375351370819,0.249401750981574,0.141976650630764,6.33560055812474E-06,6.87215012946727E-08,0.0034414720385158,0.0834898355266601,1.5746562086889E-12,2.12763000382642E-06,131.9
0.342584297547613,0.457393548621907,0.139843397854413,6.00801012694137E-06,6.66049399786138E-08,0.00567237768730127,0.0775796354021676,2.23542963147449E-12,1.71747674674982E-06,149.1
0.1290748547553,0.205365192321046,0.111119583544885,7.42871297141631E-06,7.11391180681646E-08,0.00765054064645416,0.0763097543162631,2.21194866992369E-12,1.50843793402043E-06,135.9
0.130448801864069,0.186669813662599,0.197587306761492,4.33241704146338E-06,6.3844648512047E-08,0.0049848673530564,0.0880009685335469,2.14448773470984E-12,2.36578274914102E-06,130.4
0.210442414009059,0.329130353944169,0.168381904865061,9.15928329744799E-06,4.6640431419415E-08,0.00408287591123805,0.0852889606797289,2.13381275449753E-12,1.68652108114417E-06,143.2
0.174822005022632,0.243825192898445,0.0800834247442627,3.30314900474414E-06,6.86094743187574E-08,0.0053525623684921,0.0848653723211496,1.40423855136566E-12,1.86101213108799E-06,116.8
0.111848584585901,0.15304959840365,0.163709099964047,3.18352571945051E-06,6.95721359133489E-08,0.00322609382618464,0.0901773689954398,1.37917207852576E-12,1.62706156021097E-06,103.1
0.168018763785882,0.325015310400507,0.236826835238694,3.98044038260572E-06,6.53460362288717E-08,0.00753726125601992,0.0860681324360735,1.70034286172426E-12,1.76906646125452E-06,114.3
0.310321229824572,0.353108425393843,0.0741077823427274,8.51623490670068E-06,6.45269040427264E-08,0.00225032316785979,0.0854615581804445,9.29899031312973E-13,2.20227014422936E-06,128.8
0.293441151274322,0.294475595027299,0.163553798060189,2.69914657802572E-06,7.04584964453574E-08,0.00410709606532664,0.0856499295888332,1.18197742139028E-12,1.79060164769256E-06,114.2
0.200459240543194,0.227509461167781,0.0695415919569934,6.3427801171206E-06,5.1968146155573E-08,0.00611537894905515,0.0883746035396953,1.89038775898737E-12,1.98918810047398E-06,124.1
0.212859165541772,0.367205650141035,0.154704527642024,8.28558045570622E-06,6.7522992302455E-08,0.00497607184478693,0.0903186536568944,6.43906418128441E-13,2.96390268421106E-06,127.2
0.131777167417168,0.22592966914598,0.222442264449951,4.76343348252967E-06,6.26776954589559E-08,0.00557010626633413,0.0891465657921672,5.72451713821104E-13,1.68447012944124E-06,107.2
0.233418958079638,0.380743802802054,0.217498209580657,9.56944280090477E-06,7.05589527625272E-08,0.00540183997956183,0.0865459077086962,1.61015574058651E-12,1.6906020187461E-06,110.1
0.112145290033728,0.187642558061798,0.103916019642052,3.9704996784279E-06,5.1350250913202E-08,0.00267844663175495,0.0833919264546136,1.63734358556442E-12,1.61970997822858E-06,131.9
0.252648162108263,0.273443340008662,0.0643230380691968,9.42828727450054E-06,6.43892658164358E-08,0.00545739004958208,0.0817247261941661,2.04944538602034E-12,1.55529713812574E-06,122.3
0.214018363827864,0.243170327080399,0.168627151903813,6.22687061634571E-06,7.00076266960229E-08,0.00297035193202966,0.0847291189473238,6.14831775843209E-13,1.53290729870975E-06,112.5
0.132556922926488,0.20678700957807,0.176914706219563,6.48375955620779E-06,7.1616581785574E-08,0.00385119506463089,0.0773555606296188,1.58784559207908E-12,1.55582603109794E-06,135.3
0.171989073261835,0.238008462700733,0.166862314418039,8.48877370415567E-06,4.20805397497299E-08,0.00482568763199852,0.089664416681784,1.43434797142584E-12,1.7500170868314E-06,134.8
0.127207534880317,0.332199957082129,0.233282097550166,5.51335073287965E-06,5.00497774780268E-08,0.00544811659150581,0.0896220054303789,2.11770965910575E-12,2.28157216251269E-06,168.6
0.203503654521802,0.256937926894419,0.221651872906116,7.86400647788679E-06,6.62840727577262E-08,0.00212689493019024,0.0837622796009033,1.57412849984928E-12,1.66131995001486E-06,119.4
0.139604710553234,0.188967448466391,0.139064796590987,0.00000839196880719997,6.19425836054855E-08,0.00767171246511827,0.082634622676856,1.27472482805058E-12,1.51432298124417E-06,120.6
0.281496324569293,0.333681537822605,0.111979359532517,5.76203223624266E-06,6.71895311850006E-08,0.00385498121164289,0.0843740154951592,1.48932642476419E-12,1.86235801101408E-06,119.8
0.240489241150286,0.436503137715877,0.238837532476605,6.09995694372814E-06,6.39115278638972E-08,0.00610583076867143,0.0835001325271733,1.91700735573681E-12,1.72838985998553E-06,121.3
0.254956702730507,0.258119426754242,0.123385645152681,9.05760535489469E-06,7.1588617125968E-08,0.00601762521777246,0.0894336791203262,6.37668818837328E-13,2.37463050211723E-06,112.4
0.281376567735981,0.384493589320681,0.109742095567413,8.63429044261886E-06,4.91258574220114E-08,0.00542981246872667,0.0868947093639798,1.42403686284015E-12,1.8932013071143E-06,132.1
0.180764894624991,0.197606802289935,0.165513896536798,7.74603895448016E-06,4.87987069875542E-08,0.00575086263891726,0.0892959881347334,7.42866509582951E-13,1.94766642914841E-06,140.7
0.403418993102077,0.429447138925699,0.11976666311583,6.7699595372258E-06,7.15159336709554E-08,0.00656968526321268,0.0888019356205731,1.6765156306588E-12,2.85730669292875E-06,132.8
0.22792536682079,0.320806968498559,0.102639179537864,7.14900669419307E-06,5.80534722265885E-08,0.00583855388571013,0.0883853656858889,6.4954548204186E-13,2.45542870894267E-06,140.4
0.118168557239386,0.296881757321072,0.197607109834742,5.46297363093736E-06,6.22140680246847E-08,0.00438955263609413,0.0770369605453576,8.41267058523644E-13,1.53968483535822E-06,145.2
0.224746300558341,0.226763006646109,0.105023277038927,4.14114713066732E-06,5.33218026142166E-08,0.00721030854767087,0.0875217478500973,7.41626742465105E-13,2.02043310350949E-06,137.6
0.250056901718151,0.340394849464182,0.0998742678035552,9.40454841486579E-06,7.19113281039451E-08,0.0030414753856998,0.076702424239473,1.89681233619835E-12,1.83227997756724E-06,154.5
0.336230222645211,0.377805113435621,0.155092197150909,6.16190625417741E-06,6.82782479595661E-08,0.00321596668945216,0.0786052046946519,1.05664428436818E-12,1.76711201333229E-06,160
0.348507915297588,0.356546861121076,0.159871029511456,7.59480905293543E-06,6.54573423704516E-08,0.00559953453180713,0.0897218100023192,1.17213062169209E-12,2.02999526082455E-06,109.7
0.241099977317789,0.328998336686149,0.101793468827059,5.41691213515547E-06,6.30559670174499E-08,0.00510956641546808,0.0878480211036545,8.83034169213255E-13,2.26605520630897E-06,120.3
0.411203193138378,0.564379748784401,0.198549841073725,3.83101241391295E-06,5.75267855334803E-08,0.00201122059667589,0.0899391430494851,2.03126526048265E-12,1.58651419060834E-06,105.8
0.189995295748735,0.244105211569084,0.0651617862532673,7.39339413032918E-06,4.4466030963591E-08,0.00674575244502252,0.0874615263224965,1.33887314577688E-12,1.57816416713421E-06,120.2
0.161829424077312,0.253247322001015,0.225143796194548,9.46527983795991E-06,6.14535927035797E-08,0.00215501620932053,0.087141163038283,1.20524882647384E-12,2.24329213149872E-06,137.2
0.106538195001021,0.23795131919243,0.15529776416547,3.24278890843286E-06,6.8416254829142E-08,0.00457710119087753,0.0901674397247345,6.13185223533319E-13,2.70452028584395E-06,117.6
0.276734405953437,0.364615988972599,0.14378740874789,3.43155617612895E-06,6.01375481831563E-08,0.00266681420191076,0.0787075456819014,1.2541104594917E-12,1.55910624654118E-06,142.9
0.340357274685805,0.429351273534343,0.129661014001688,5.20362656032182E-06,5.91951700288136E-08,0.00292628809296538,0.0830247233016162,6.47672442947661E-13,1.89783977732152E-06,139.2
0.137690082835164,0.265156245553237,0.209473476541689,4.52926716926259E-06,7.16144524659062E-08,0.0035548633386771,0.0801266371459812,1.22197377598941E-12,1.88898677417531E-06,136.8
0.310087649039116,0.458079559963978,0.170996280198064,4.42945444851676E-06,6.20576043656598E-08,0.00682661921033565,0.0897183143031652,1.80204156627489E-12,1.73282208127555E-06,106.3
0.11644543162696,0.235598110400815,0.134435112748259,7.14325781186611E-06,6.92782617637625E-08,0.00536433429378561,0.089186211300701,1.78451351992924E-12,1.88429256359285E-06,106.9
0.401082368289335,0.451893696876599,0.088363193410798,6.88907374776062E-06,5.60111544222822E-08,0.00790526830563,0.0871814528015973,6.48962778531614E-13,1.86007222885835E-06,118.4
