CART_Dose,Tumor_Init,responses
1300000,6100000,CR
1320000,6100000,CR
1340000,6100000,CR
1360000,6100000,CR
1380000,6100000,CR
1400000,6100000,CR
1420000,6100000,CR
1440000,6100000,CR
1460000,6100000,CR
1480000,6100000,CR
1500000,6100000,CR
1520000,6100000,CR
1540000,6100000,CR
1560000,6100000,CR
1580000,6100000,CR
1600000,6100000,CR
1620000,6100000,CR
1640000,6100000,CR
1660000,6100000,CR
1680000,6100000,CR
1700000,6100000,CR
1720000,6100000,CR
1740000,6100000,CR
1760000,6100000,CR
1780000,6100000,CR
1800000,6100000,CR
1820000,6100000,CR
1840000,6100000,CR
1860000,6100000,CR
1880000,6100000,CR
1900000,6100000,CR
1920000,6100000,CR
1940000,6100000,CR
1960000,6100000,CR
1980000,6100000,CR
2000000,6100000,CR
100000,6200000,NR
120000,6200000,NR
140000,6200000,NR
160000,6200000,NR
180000,6200000,NR
200000,6200000,NR
220000,6200000,NR
240000,6200000,NR
260000,6200000,NR
280000,6200000,NR
300000,6200000,NR
320000,6200000,NR
340000,6200000,NR
360000,6200000,NR
380000,6200000,NR
400000,6200000,NR
420000,6200000,NR
440000,6200000,NR
460000,6200000,NR
480000,6200000,NR
500000,6200000,NR
520000,6200000,NR
540000,6200000,NR
560000,6200000,NR
580000,6200000,NR
600000,6200000,NR
620000,6200000,NR
640000,6200000,NR
660000,6200000,NR
680000,6200000,NR
700000,6200000,NR
720000,6200000,NR
740000,6200000,NR
760000,6200000,NR
780000,6200000,NR
800000,6200000,CR
820000,6200000,CR
840000,6200000,CR
860000,6200000,CR
880000,6200000,CR
900000,6200000,CR
920000,6200000,CR
940000,6200000,CR
960000,6200000,CR
980000,6200000,CR
1000000,6200000,CR
1020000,6200000,CR
1040000,6200000,CR
1060000,6200000,CR
1080000,6200000,CR
1100000,6200000,CR
1120000,6200000,CR
1140000,6200000,CR
1160000,6200000,CR
1180000,6200000,CR
1200000,6200000,CR
1220000,6200000,CR
1240000,6200000,CR
1260000,6200000,CR
1280000,6200000,CR
1300000,6200000,CR
1320000,6200000,CR
1340000,6200000,CR
1360000,6200000,CR
1380000,6200000,CR
1400000,6200000,CR
1420000,6200000,CR
1440000,6200000,CR
1460000,6200000,CR
1480000,6200000,CR
1500000,6200000,CR
1520000,6200000,CR
1540000,6200000,CR
1560000,6200000,CR
1580000,6200000,CR
1600000,6200000,CR
1620000,6200000,CR
1640000,6200000,CR
1660000,6200000,CR
1680000,6200000,CR
1700000,6200000,CR
1720000,6200000,CR
1740000,6200000,CR
1760000,6200000,CR
1780000,6200000,CR
1800000,6200000,CR
1820000,6200000,CR
1840000,6200000,CR
1860000,6200000,CR
1880000,6200000,CR
1900000,6200000,CR
1920000,6200000,CR
1940000,6200000,CR
1960000,6200000,CR
1980000,6200000,CR
2000000,6200000,CR
100000,6300000,NR
120000,6300000,NR
140000,6300000,NR
160000,6300000,NR
180000,6300000,NR
200000,6300000,NR
220000,6300000,NR
240000,6300000,NR
260000,6300000,NR
280000,6300000,NR
300000,6300000,NR
320000,6300000,NR
340000,6300000,NR
360000,6300000,NR
380000,6300000,NR
400000,6300000,NR
420000,6300000,NR
440000,6300000,NR
460000,6300000,NR
480000,6300000,NR
500000,6300000,NR
520000,6300000,NR
540000,6300000,NR
560000,6300000,NR
580000,6300000,NR
600000,6300000,NR
620000,6300000,NR
640000,6300000,NR
660000,6300000,NR
680000,6300000,NR
700000,6300000,NR
720000,6300000,NR
740000,6300000,NR
760000,6300000,NR
780000,6300000,NR
800000,6300000,NR
820000,6300000,CR
840000,6300000,CR
860000,6300000,CR
880000,6300000,CR
900000,6300000,CR
920000,6300000,CR
940000,6300000,CR
960000,6300000,CR
980000,6300000,CR
1000000,6300000,CR
1020000,6300000,CR
1040000,6300000,CR
1060000,6300000,CR
1080000,6300000,CR
1100000,6300000,CR
1120000,6300000,CR
1140000,6300000,CR
1160000,6300000,CR
1180000,6300000,CR
1200000,6300000,CR
1220000,6300000,CR
1240000,6300000,CR
1260000,6300000,CR
1280000,6300000,CR
1300000,6300000,CR
1320000,6300000,CR
1340000,6300000,CR
1360000,6300000,CR
1380000,6300000,CR
1400000,6300000,CR
1420000,6300000,CR
1440000,6300000,CR
1460000,6300000,CR
1480000,6300000,CR
1500000,6300000,CR
1520000,6300000,CR
1540000,6300000,CR
1560000,6300000,CR
1580000,6300000,CR
1600000,6300000,CR
1620000,6300000,CR
1640000,6300000,CR
1660000,6300000,CR
1680000,6300000,CR
1700000,6300000,CR
1720000,6300000,CR
1740000,6300000,CR
1760000,6300000,CR
1780000,6300000,CR
1800000,6300000,CR
1820000,6300000,CR
1840000,6300000,CR
1860000,6300000,CR
1880000,6300000,CR
1900000,6300000,CR
1920000,6300000,CR
1940000,6300000,CR
1960000,6300000,CR
1980000,6300000,CR
2000000,6300000,CR
100000,6400000,NR
120000,6400000,NR
140000,6400000,NR
160000,6400000,NR
180000,6400000,NR
200000,6400000,NR
220000,6400000,NR
240000,6400000,NR
260000,6400000,NR
280000,6400000,NR
300000,6400000,NR
320000,6400000,NR
340000,6400000,NR
360000,6400000,NR
380000,6400000,NR
400000,6400000,NR
420000,6400000,NR
440000,6400000,NR
460000,6400000,NR
480000,6400000,NR
500000,6400000,NR
520000,6400000,NR
540000,6400000,NR
560000,6400000,NR
580000,6400000,NR
600000,6400000,NR
620000,6400000,NR
640000,6400000,NR
660000,6400000,NR
680000,6400000,NR
700000,6400000,NR
720000,6400000,NR
740000,6400000,NR
760000,6400000,NR
780000,6400000,NR
800000,6400000,NR
820000,6400000,NR
840000,6400000,CR
860000,6400000,CR
880000,6400000,CR
900000,6400000,CR
920000,6400000,CR
940000,6400000,CR
960000,6400000,CR
980000,6400000,CR
1000000,6400000,CR
1020000,6400000,CR
1040000,6400000,CR
1060000,6400000,CR
1080000,6400000,CR
1100000,6400000,CR
1120000,6400000,CR
1140000,6400000,CR
1160000,6400000,CR
1180000,6400000,CR
1200000,6400000,CR
1220000,6400000,CR
1240000,6400000,CR
1260000,6400000,CR
1280000,6400000,CR
1300000,6400000,CR
1320000,6400000,CR
1340000,6400000,CR
1360000,6400000,CR
1380000,6400000,CR
1400000,6400000,CR
1420000,6400000,CR
1440000,6400000,CR
1460000,6400000,CR
1480000,6400000,CR
1500000,6400000,CR
1520000,6400000,CR
1540000,6400000,CR
1560000,6400000,CR
1580000,6400000,CR
1600000,6400000,CR
1620000,6400000,CR
1640000,6400000,CR
1660000,6400000,CR
1680000,6400000,CR
1700000,6400000,CR
1720000,6400000,CR
1740000,6400000,CR
1760000,6400000,CR
1780000,6400000,CR
1800000,6400000,CR
1820000,6400000,CR
1840000,6400000,CR
1860000,6400000,CR
1880000,6400000,CR
1900000,6400000,CR
1920000,6400000,CR
1940000,6400000,CR
1960000,6400000,CR
1980000,6400000,CR
2000000,6400000,CR
100000,6500000,NR
120000,6500000,NR
140000,6500000,NR
160000,6500000,NR
180000,6500000,NR
200000,6500000,NR
220000,6500000,NR
240000,6500000,NR
260000,6500000,NR
280000,6500000,NR
300000,6500000,NR
320000,6500000,NR
340000,6500000,NR
360000,6500000,NR
380000,6500000,NR
400000,6500000,NR
420000,6500000,NR
440000,6500000,NR
460000,6500000,NR
480000,6500000,NR
500000,6500000,NR
520000,6500000,NR
540000,6500000,NR
560000,6500000,NR
580000,6500000,NR
600000,6500000,NR
620000,6500000,NR
640000,6500000,NR
660000,6500000,NR
680000,6500000,NR
700000,6500000,NR
720000,6500000,NR
740000,6500000,NR
760000,6500000,NR
780000,6500000,NR
800000,6500000,NR
820000,6500000,NR
840000,6500000,CR
860000,6500000,CR
880000,6500000,CR
900000,6500000,CR
920000,6500000,CR
940000,6500000,CR
960000,6500000,CR
980000,6500000,CR
1000000,6500000,CR
1020000,6500000,CR
1040000,6500000,CR
1060000,6500000,CR
1080000,6500000,CR
1100000,6500000,CR
1120000,6500000,CR
1140000,6500000,CR
1160000,6500000,CR
1180000,6500000,CR
1200000,6500000,CR
1220000,6500000,CR
1240000,6500000,CR
1260000,6500000,CR
1280000,6500000,CR
1300000,6500000,CR
1320000,6500000,CR
1340000,6500000,CR
1360000,6500000,CR
1380000,6500000,CR
1400000,6500000,CR
1420000,6500000,CR
1440000,6500000,CR
1460000,6500000,CR
1480000,6500000,CR
1500000,6500000,CR
1520000,6500000,CR
1540000,6500000,CR
1560000,6500000,CR
1580000,6500000,CR
1600000,6500000,CR
1620000,6500000,CR
1640000,6500000,CR
1660000,6500000,CR
1680000,6500000,CR
1700000,6500000,CR
1720000,6500000,CR
1740000,6500000,CR
1760000,6500000,CR
1780000,6500000,CR
1800000,6500000,CR
1820000,6500000,CR
1840000,6500000,CR
1860000,6500000,CR
1880000,6500000,CR
1900000,6500000,CR
1920000,6500000,CR
1940000,6500000,CR
1960000,6500000,CR
1980000,6500000,CR
2000000,6500000,CR
100000,6600000,NR
120000,6600000,NR
140000,6600000,NR
160000,6600000,NR
180000,6600000,NR
200000,6600000,NR
220000,6600000,NR
240000,6600000,NR
260000,6600000,NR
280000,6600000,NR
300000,6600000,NR
320000,6600000,NR
340000,6600000,NR
360000,6600000,NR
380000,6600000,NR
400000,6600000,NR
420000,6600000,NR
440000,6600000,NR
460000,6600000,NR
480000,6600000,NR
500000,6600000,NR
520000,6600000,NR
540000,6600000,NR
560000,6600000,NR
580000,6600000,NR
600000,6600000,NR
620000,6600000,NR
640000,6600000,NR
660000,6600000,NR
680000,6600000,NR
700000,6600000,NR
720000,6600000,NR
740000,6600000,NR
760000,6600000,NR
780000,6600000,NR
800000,6600000,NR
820000,6600000,NR
840000,6600000,NR
860000,6600000,CR
880000,6600000,CR
900000,6600000,CR
920000,6600000,CR
940000,6600000,CR
960000,6600000,CR
980000,6600000,CR
1000000,6600000,CR
1020000,6600000,CR
1040000,6600000,CR
1060000,6600000,CR
1080000,6600000,CR
1100000,6600000,CR
1120000,6600000,CR
1140000,6600000,CR
1160000,6600000,CR
1180000,6600000,CR
1200000,6600000,CR
1220000,6600000,CR
1240000,6600000,CR
1260000,6600000,CR
1280000,6600000,CR
1300000,6600000,CR
1320000,6600000,CR
1340000,6600000,CR
1360000,6600000,CR
1380000,6600000,CR
1400000,6600000,CR
1420000,6600000,CR
1440000,6600000,CR
1460000,6600000,CR
1480000,6600000,CR
1500000,6600000,CR
1520000,6600000,CR
1540000,6600000,CR
1560000,6600000,CR
1580000,6600000,CR
1600000,6600000,CR
1620000,6600000,CR
1640000,6600000,CR
1660000,6600000,CR
1680000,6600000,CR
1700000,6600000,CR
1720000,6600000,CR
1740000,6600000,CR
1760000,6600000,CR
1780000,6600000,CR
1800000,6600000,CR
1820000,6600000,CR
1840000,6600000,CR
1860000,6600000,CR
1880000,6600000,CR
1900000,6600000,CR
1920000,6600000,CR
1940000,6600000,CR
1960000,6600000,CR
1980000,6600000,CR
2000000,6600000,CR
100000,6700000,NR
120000,6700000,NR
140000,6700000,NR
160000,6700000,NR
180000,6700000,NR
200000,6700000,NR
220000,6700000,NR
240000,6700000,NR
260000,6700000,NR
280000,6700000,NR
300000,6700000,NR
320000,6700000,NR
340000,6700000,NR
360000,6700000,NR
380000,6700000,NR
400000,6700000,NR
420000,6700000,NR
440000,6700000,NR
460000,6700000,NR
480000,6700000,NR
500000,6700000,NR
520000,6700000,NR
540000,6700000,NR
560000,6700000,NR
580000,6700000,NR
600000,6700000,NR
620000,6700000,NR
640000,6700000,NR
660000,6700000,NR
680000,6700000,NR
700000,6700000,NR
720000,6700000,NR
740000,6700000,NR
760000,6700000,NR
780000,6700000,NR
800000,6700000,NR
820000,6700000,NR
840000,6700000,NR
860000,6700000,NR
880000,6700000,CR
900000,6700000,CR
920000,6700000,CR
940000,6700000,CR
960000,6700000,CR
980000,6700000,CR
1000000,6700000,CR
1020000,6700000,CR
1040000,6700000,CR
1060000,6700000,CR
1080000,6700000,CR
1100000,6700000,CR
1120000,6700000,CR
1140000,6700000,CR
1160000,6700000,CR
1180000,6700000,CR
1200000,6700000,CR
1220000,6700000,CR
1240000,6700000,CR
1260000,6700000,CR
1280000,6700000,CR
1300000,6700000,CR
1320000,6700000,CR
1340000,6700000,CR
1360000,6700000,CR
1380000,6700000,CR
1400000,6700000,CR
1420000,6700000,CR
1440000,6700000,CR
1460000,6700000,CR
1480000,6700000,CR
1500000,6700000,CR
1520000,6700000,CR
1540000,6700000,CR
1560000,6700000,CR
1580000,6700000,CR
1600000,6700000,CR
1620000,6700000,CR
1640000,6700000,CR
1660000,6700000,CR
1680000,6700000,CR
1700000,6700000,CR
1720000,6700000,CR
1740000,6700000,CR
1760000,6700000,CR
1780000,6700000,CR
1800000,6700000,CR
1820000,6700000,CR
1840000,6700000,CR
1860000,6700000,CR
1880000,6700000,CR
1900000,6700000,CR
1920000,6700000,CR
1940000,6700000,CR
1960000,6700000,CR
1980000,6700000,CR
2000000,6700000,CR
100000,6800000,NR
120000,6800000,NR
140000,6800000,NR
160000,6800000,NR
180000,6800000,NR
200000,6800000,NR
220000,6800000,NR
240000,6800000,NR
260000,6800000,NR
280000,6800000,NR
300000,6800000,NR
320000,6800000,NR
340000,6800000,NR
360000,6800000,NR
380000,6800000,NR
400000,6800000,NR
420000,6800000,NR
440000,6800000,NR
460000,6800000,NR
480000,6800000,NR
500000,6800000,NR
520000,6800000,NR
540000,6800000,NR
560000,6800000,NR
580000,6800000,NR
600000,6800000,NR
620000,6800000,NR
640000,6800000,NR
660000,6800000,NR
680000,6800000,NR
700000,6800000,NR
720000,6800000,NR
740000,6800000,NR
760000,6800000,NR
780000,6800000,NR
800000,6800000,NR
820000,6800000,NR
840000,6800000,NR
860000,6800000,NR
880000,6800000,CR
900000,6800000,CR
920000,6800000,CR
940000,6800000,CR
960000,6800000,CR
980000,6800000,CR
1000000,6800000,CR
1020000,6800000,CR
1040000,6800000,CR
1060000,6800000,CR
1080000,6800000,CR
1100000,6800000,CR
1120000,6800000,CR
1140000,6800000,CR
1160000,6800000,CR
1180000,6800000,CR
1200000,6800000,CR
1220000,6800000,CR
1240000,6800000,CR
1260000,6800000,CR
1280000,6800000,CR
1300000,6800000,CR
1320000,6800000,CR
1340000,6800000,CR
1360000,6800000,CR
1380000,6800000,CR
1400000,6800000,CR
1420000,6800000,CR
1440000,6800000,CR
1460000,6800000,CR
1480000,6800000,CR
1500000,6800000,CR
1520000,6800000,CR
1540000,6800000,CR
1560000,6800000,CR
1580000,6800000,CR
1600000,6800000,CR
1620000,6800000,CR
1640000,6800000,CR
1660000,6800000,CR
1680000,6800000,CR
1700000,6800000,CR
1720000,6800000,CR
1740000,6800000,CR
1760000,6800000,CR
1780000,6800000,CR
1800000,6800000,CR
1820000,6800000,CR
1840000,6800000,CR
1860000,6800000,CR
1880000,6800000,CR
1900000,6800000,CR
1920000,6800000,CR
1940000,6800000,CR
1960000,6800000,CR
1980000,6800000,CR
2000000,6800000,CR
100000,6900000,NR
120000,6900000,NR
140000,6900000,NR
160000,6900000,NR
180000,6900000,NR
200000,6900000,NR
220000,6900000,NR
240000,6900000,NR
260000,6900000,NR
280000,6900000,NR
300000,6900000,NR
320000,6900000,NR
340000,6900000,NR
360000,6900000,NR
380000,6900000,NR
400000,6900000,NR
420000,6900000,NR
440000,6900000,NR
460000,6900000,NR
480000,6900000,NR
500000,6900000,NR
520000,6900000,NR
540000,6900000,NR
560000,6900000,NR
580000,6900000,NR
600000,6900000,NR
620000,6900000,NR
640000,6900000,NR
660000,6900000,NR
680000,6900000,NR
700000,6900000,NR
720000,6900000,NR
740000,6900000,NR
760000,6900000,NR
780000,6900000,NR
800000,6900000,NR
820000,6900000,NR
840000,6900000,NR
860000,6900000,NR
880000,6900000,NR
900000,6900000,CR
920000,6900000,CR
940000,6900000,CR
960000,6900000,CR
980000,6900000,CR
1000000,6900000,CR
1020000,6900000,CR
1040000,6900000,CR
1060000,6900000,CR
1080000,6900000,CR
1100000,6900000,CR
1120000,6900000,CR
1140000,6900000,CR
1160000,6900000,CR
1180000,6900000,CR
1200000,6900000,CR
1220000,6900000,CR
1240000,6900000,CR
1260000,6900000,CR
1280000,6900000,CR
1300000,6900000,CR
1320000,6900000,CR
1340000,6900000,CR
1360000,6900000,CR
1380000,6900000,CR
1400000,6900000,CR
1420000,6900000,CR
1440000,6900000,CR
1460000,6900000,CR
1480000,6900000,CR
1500000,6900000,CR
1520000,6900000,CR
1540000,6900000,CR
1560000,6900000,CR
1580000,6900000,CR
1600000,6900000,CR
1620000,6900000,CR
1640000,6900000,CR
1660000,6900000,CR
1680000,6900000,CR
1700000,6900000,CR
1720000,6900000,CR
1740000,6900000,CR
1760000,6900000,CR
1780000,6900000,CR
1800000,6900000,CR
1820000,6900000,CR
1840000,6900000,CR
1860000,6900000,CR
1880000,6900000,CR
1900000,6900000,CR
1920000,6900000,CR
1940000,6900000,CR
1960000,6900000,CR
1980000,6900000,CR
2000000,6900000,CR
100000,7000000,NR
120000,7000000,NR
140000,7000000,NR
160000,7000000,NR
180000,7000000,NR
200000,7000000,NR
220000,7000000,NR
240000,7000000,NR
260000,7000000,NR
280000,7000000,NR
300000,7000000,NR
320000,7000000,NR
340000,7000000,NR
360000,7000000,NR
380000,7000000,NR
400000,7000000,NR
420000,7000000,NR
440000,7000000,NR
460000,7000000,NR
480000,7000000,NR
500000,7000000,NR
520000,7000000,NR
540000,7000000,NR
560000,7000000,NR
580000,7000000,NR
600000,7000000,NR
620000,7000000,NR
640000,7000000,NR
660000,7000000,NR
680000,7000000,NR
700000,7000000,NR
720000,7000000,NR
740000,7000000,NR
760000,7000000,NR
780000,7000000,NR
800000,7000000,NR
820000,7000000,NR
840000,7000000,NR
860000,7000000,NR
880000,7000000,NR
900000,7000000,NR
920000,7000000,CR
940000,7000000,CR
960000,7000000,CR
980000,7000000,CR
1000000,7000000,CR
1020000,7000000,CR
1040000,7000000,CR
1060000,7000000,CR
1080000,7000000,CR
1100000,7000000,CR
1120000,7000000,CR
1140000,7000000,CR
1160000,7000000,CR
1180000,7000000,CR
1200000,7000000,CR
1220000,7000000,CR
1240000,7000000,CR
1260000,7000000,CR
1280000,7000000,CR
1300000,7000000,CR
1320000,7000000,CR
1340000,7000000,CR
1360000,7000000,CR
1380000,7000000,CR
1400000,7000000,CR
1420000,7000000,CR
1440000,7000000,CR
1460000,7000000,CR
1480000,7000000,CR
1500000,7000000,CR
1520000,7000000,CR
1540000,7000000,CR
1560000,7000000,CR
1580000,7000000,CR
1600000,7000000,CR
1620000,7000000,CR
1640000,7000000,CR
1660000,7000000,CR
1680000,7000000,CR
1700000,7000000,CR
1720000,7000000,CR
1740000,7000000,CR
1760000,7000000,CR
1780000,7000000,CR
1800000,7000000,CR
1820000,7000000,CR
1840000,7000000,CR
1860000,7000000,CR
1880000,7000000,CR
1900000,7000000,CR
1920000,7000000,CR
1940000,7000000,CR
1960000,7000000,CR
1980000,7000000,CR
2000000,7000000,CR
100000,7100000,NR
120000,7100000,NR
140000,7100000,NR
160000,7100000,NR
180000,7100000,NR
200000,7100000,NR
220000,7100000,NR
240000,7100000,NR
260000,7100000,NR
280000,7100000,NR
300000,7100000,NR
320000,7100000,NR
340000,7100000,NR
360000,7100000,NR
380000,7100000,NR
400000,7100000,NR
420000,7100000,NR
440000,7100000,NR
460000,7100000,NR
480000,7100000,NR
500000,7100000,NR
520000,7100000,NR
540000,7100000,NR
560000,7100000,NR
580000,7100000,NR
600000,7100000,NR
620000,7100000,NR
640000,7100000,NR
660000,7100000,NR
680000,7100000,NR
700000,7100000,NR
720000,7100000,NR
740000,7100000,NR
760000,7100000,NR
780000,7100000,NR
800000,7100000,NR
820000,7100000,NR
840000,7100000,NR
860000,7100000,NR
880000,7100000,NR
900000,7100000,NR
920000,7100000,CR
940000,7100000,CR
960000,7100000,CR
980000,7100000,CR
1000000,7100000,CR
1020000,7100000,CR
1040000,7100000,CR
1060000,7100000,CR
1080000,7100000,CR
1100000,7100000,CR
1120000,7100000,CR
1140000,7100000,CR
1160000,7100000,CR
1180000,7100000,CR
1200000,7100000,CR
1220000,7100000,CR
1240000,7100000,CR
1260000,7100000,CR
1280000,7100000,CR
1300000,7100000,CR
1320000,7100000,CR
1340000,7100000,CR
1360000,7100000,CR
1380000,7100000,CR
1400000,7100000,CR
1420000,7100000,CR
1440000,7100000,CR
1460000,7100000,CR
1480000,7100000,CR
1500000,7100000,CR
1520000,7100000,CR
1540000,7100000,CR
1560000,7100000,CR
1580000,7100000,CR
1600000,7100000,CR
1620000,7100000,CR
1640000,7100000,CR
1660000,7100000,CR
1680000,7100000,CR
1700000,7100000,CR
1720000,7100000,CR
1740000,7100000,CR
1760000,7100000,CR
1780000,7100000,CR
1800000,7100000,CR
1820000,7100000,CR
1840000,7100000,CR
1860000,7100000,CR
1880000,7100000,CR
1900000,7100000,CR
1920000,7100000,CR
1940000,7100000,CR
1960000,7100000,CR
1980000,7100000,CR
2000000,7100000,CR
100000,7200000,NR
120000,7200000,NR
140000,7200000,NR
160000,7200000,NR
180000,7200000,NR
200000,7200000,NR
220000,7200000,NR
240000,7200000,NR
260000,7200000,NR
280000,7200000,NR
300000,7200000,NR
320000,7200000,NR
340000,7200000,NR
360000,7200000,NR
380000,7200000,NR
400000,7200000,NR
420000,7200000,NR
440000,7200000,NR
460000,7200000,NR
480000,7200000,NR
500000,7200000,NR
520000,7200000,NR
540000,7200000,NR
560000,7200000,NR
580000,7200000,NR
600000,7200000,NR
620000,7200000,NR
640000,7200000,NR
660000,7200000,NR
680000,7200000,NR
700000,7200000,NR
720000,7200000,NR
740000,7200000,NR
760000,7200000,NR
780000,7200000,NR
800000,7200000,NR
820000,7200000,NR
840000,7200000,NR
860000,7200000,NR
880000,7200000,NR
900000,7200000,NR
920000,7200000,NR
940000,7200000,CR
960000,7200000,CR
980000,7200000,CR
1000000,7200000,CR
1020000,7200000,CR
1040000,7200000,CR
1060000,7200000,CR
1080000,7200000,CR
1100000,7200000,CR
1120000,7200000,CR
1140000,7200000,CR
1160000,7200000,CR
1180000,7200000,CR
1200000,7200000,CR
1220000,7200000,CR
1240000,7200000,CR
1260000,7200000,CR
1280000,7200000,CR
1300000,7200000,CR
1320000,7200000,CR
1340000,7200000,CR
1360000,7200000,CR
1380000,7200000,CR
1400000,7200000,CR
1420000,7200000,CR
1440000,7200000,CR
1460000,7200000,CR
1480000,7200000,CR
1500000,7200000,CR
1520000,7200000,CR
1540000,7200000,CR
1560000,7200000,CR
1580000,7200000,CR
1600000,7200000,CR
1620000,7200000,CR
1640000,7200000,CR
1660000,7200000,CR
1680000,7200000,CR
1700000,7200000,CR
1720000,7200000,CR
1740000,7200000,CR
1760000,7200000,CR
1780000,7200000,CR
1800000,7200000,CR
1820000,7200000,CR
1840000,7200000,CR
1860000,7200000,CR
1880000,7200000,CR
1900000,7200000,CR
1920000,7200000,CR
1940000,7200000,CR
1960000,7200000,CR
1980000,7200000,CR
2000000,7200000,CR
100000,7300000,NR
120000,7300000,NR
140000,7300000,NR
160000,7300000,NR
180000,7300000,NR
200000,7300000,NR
220000,7300000,NR
240000,7300000,NR
260000,7300000,NR
280000,7300000,NR
300000,7300000,NR
320000,7300000,NR
340000,7300000,NR
360000,7300000,NR
380000,7300000,NR
400000,7300000,NR
420000,7300000,NR
440000,7300000,NR
460000,7300000,NR
480000,7300000,NR
500000,7300000,NR
520000,7300000,NR
540000,7300000,NR
560000,7300000,NR
580000,7300000,NR
600000,7300000,NR
620000,7300000,NR
640000,7300000,NR
660000,7300000,NR
680000,7300000,NR
700000,7300000,NR
720000,7300000,NR
740000,7300000,NR
760000,7300000,NR
780000,7300000,NR
800000,7300000,NR
820000,7300000,NR
840000,7300000,NR
860000,7300000,NR
880000,7300000,NR
900000,7300000,NR
920000,7300000,NR
940000,7300000,NR
960000,7300000,CR
980000,7300000,CR
1000000,7300000,CR
1020000,7300000,CR
1040000,7300000,CR
1060000,7300000,CR
1080000,7300000,CR
1100000,7300000,CR
1120000,7300000,CR
1140000,7300000,CR
1160000,7300000,CR
1180000,7300000,CR
1200000,7300000,CR
1220000,7300000,CR
1240000,7300000,CR
1260000,7300000,CR
1280000,7300000,CR
1300000,7300000,CR
1320000,7300000,CR
1340000,7300000,CR
1360000,7300000,CR
1380000,7300000,CR
1400000,7300000,CR
1420000,7300000,CR
1440000,7300000,CR
1460000,7300000,CR
1480000,7300000,CR
1500000,7300000,CR
1520000,7300000,CR
1540000,7300000,CR
1560000,7300000,CR
1580000,7300000,CR
1600000,7300000,CR
1620000,7300000,CR
1640000,7300000,CR
1660000,7300000,CR
1680000,7300000,CR
1700000,7300000,CR
1720000,7300000,CR
1740000,7300000,CR
1760000,7300000,CR
1780000,7300000,CR
1800000,7300000,CR
1820000,7300000,CR
1840000,7300000,CR
1860000,7300000,CR
1880000,7300000,CR
1900000,7300000,CR
1920000,7300000,CR
1940000,7300000,CR
1960000,7300000,CR
1980000,7300000,CR
2000000,7300000,CR
100000,7400000,NR
120000,7400000,NR
140000,7400000,NR
160000,7400000,NR
180000,7400000,NR
200000,7400000,NR
220000,7400000,NR
240000,7400000,NR
260000,7400000,NR
280000,7400000,NR
300000,7400000,NR
320000,7400000,NR
340000,7400000,NR
360000,7400000,NR
380000,7400000,NR
400000,7400000,NR
420000,7400000,NR
440000,7400000,NR
460000,7400000,NR
480000,7400000,NR
500000,7400000,NR
520000,7400000,NR
540000,7400000,NR
560000,7400000,NR
580000,7400000,NR
600000,7400000,NR
620000,7400000,NR
640000,7400000,NR
660000,7400000,NR
680000,7400000,NR
700000,7400000,NR
720000,7400000,NR
740000,7400000,NR
760000,7400000,NR
780000,7400000,NR
800000,7400000,NR
820000,7400000,NR
840000,7400000,NR
860000,7400000,NR
880000,7400000,NR
900000,7400000,NR
920000,7400000,NR
940000,7400000,NR
960000,7400000,CR
980000,7400000,CR
1000000,7400000,CR
1020000,7400000,CR
1040000,7400000,CR
1060000,7400000,CR
1080000,7400000,CR
1100000,7400000,CR
1120000,7400000,CR
1140000,7400000,CR
1160000,7400000,CR
1180000,7400000,CR
1200000,7400000,CR
1220000,7400000,CR
1240000,7400000,CR
1260000,7400000,CR
1280000,7400000,CR
1300000,7400000,CR
1320000,7400000,CR
1340000,7400000,CR
1360000,7400000,CR
1380000,7400000,CR
1400000,7400000,CR
1420000,7400000,CR
1440000,7400000,CR
1460000,7400000,CR
1480000,7400000,CR
1500000,7400000,CR
1520000,7400000,CR
1540000,7400000,CR
1560000,7400000,CR
1580000,7400000,CR
1600000,7400000,CR
1620000,7400000,CR
1640000,7400000,CR
1660000,7400000,CR
1680000,7400000,CR
1700000,7400000,CR
1720000,7400000,CR
1740000,7400000,CR
1760000,7400000,CR
1780000,7400000,CR
1800000,7400000,CR
1820000,7400000,CR
1840000,7400000,CR
1860000,7400000,CR
1880000,7400000,CR
1900000,7400000,CR
1920000,7400000,CR
1940000,7400000,CR
1960000,7400000,CR
1980000,7400000,CR
2000000,7400000,CR
100000,7500000,NR
120000,7500000,NR
140000,7500000,NR
160000,7500000,NR
180000,7500000,NR
200000,7500000,NR
220000,7500000,NR
240000,7500000,NR
260000,7500000,NR
280000,7500000,NR
300000,7500000,NR
320000,7500000,NR
340000,7500000,NR
360000,7500000,NR
380000,7500000,NR
400000,7500000,NR
420000,7500000,NR
440000,7500000,NR
460000,7500000,NR
480000,7500000,NR
500000,7500000,NR
520000,7500000,NR
540000,7500000,NR
560000,7500000,NR
580000,7500000,NR
600000,7500000,NR
620000,7500000,NR
640000,7500000,NR
660000,7500000,NR
680000,7500000,NR
700000,7500000,NR
720000,7500000,NR
740000,7500000,NR
760000,7500000,NR
780000,7500000,NR
800000,7500000,NR
820000,7500000,NR
840000,7500000,NR
860000,7500000,NR
880000,7500000,NR
900000,7500000,NR
920000,7500000,NR
940000,7500000,NR
960000,7500000,NR
