CART_Dose,Tumor_Init,responses
980000,7500000,CR
1000000,7500000,CR
1020000,7500000,CR
1040000,7500000,CR
1060000,7500000,CR
1080000,7500000,CR
1100000,7500000,CR
1120000,7500000,CR
1140000,7500000,CR
1160000,7500000,CR
1180000,7500000,CR
1200000,7500000,CR
1220000,7500000,CR
1240000,7500000,CR
1260000,7500000,CR
1280000,7500000,CR
1300000,7500000,CR
1320000,7500000,CR
1340000,7500000,CR
1360000,7500000,CR
1380000,7500000,CR
1400000,7500000,CR
1420000,7500000,CR
1440000,7500000,CR
1460000,7500000,CR
1480000,7500000,CR
1500000,7500000,CR
1520000,7500000,CR
1540000,7500000,CR
1560000,7500000,CR
1580000,7500000,CR
1600000,7500000,CR
1620000,7500000,CR
1640000,7500000,CR
1660000,7500000,CR
1680000,7500000,CR
1700000,7500000,CR
1720000,7500000,CR
1740000,7500000,CR
1760000,7500000,CR
1780000,7500000,CR
1800000,7500000,CR
1820000,7500000,CR
1840000,7500000,CR
1860000,7500000,CR
1880000,7500000,CR
1900000,7500000,CR
1920000,7500000,CR
1940000,7500000,CR
1960000,7500000,CR
1980000,7500000,CR
2000000,7500000,CR
100000,7600000,NR
120000,7600000,NR
140000,7600000,NR
160000,7600000,NR
180000,7600000,NR
200000,7600000,NR
220000,7600000,NR
240000,7600000,NR
260000,7600000,NR
280000,7600000,NR
300000,7600000,NR
320000,7600000,NR
340000,7600000,NR
360000,7600000,NR
380000,7600000,NR
400000,7600000,NR
420000,7600000,NR
440000,7600000,NR
460000,7600000,NR
480000,7600000,NR
500000,7600000,NR
520000,7600000,NR
540000,7600000,NR
560000,7600000,NR
580000,7600000,NR
600000,7600000,NR
620000,7600000,NR
640000,7600000,NR
660000,7600000,NR
680000,7600000,NR
700000,7600000,NR
720000,7600000,NR
740000,7600000,NR
760000,7600000,NR
780000,7600000,NR
800000,7600000,NR
820000,7600000,NR
840000,7600000,NR
860000,7600000,NR
880000,7600000,NR
900000,7600000,NR
920000,7600000,NR
940000,7600000,NR
960000,7600000,NR
980000,7600000,NR
1000000,7600000,CR
1020000,7600000,CR
1040000,7600000,CR
1060000,7600000,CR
1080000,7600000,CR
1100000,7600000,CR
1120000,7600000,CR
1140000,7600000,CR
1160000,7600000,CR
1180000,7600000,CR
1200000,7600000,CR
1220000,7600000,CR
1240000,7600000,CR
1260000,7600000,CR
1280000,7600000,CR
1300000,7600000,CR
1320000,7600000,CR
1340000,7600000,CR
1360000,7600000,CR
1380000,7600000,CR
1400000,7600000,CR
1420000,7600000,CR
1440000,7600000,CR
1460000,7600000,CR
1480000,7600000,CR
1500000,7600000,CR
1520000,7600000,CR
1540000,7600000,CR
1560000,7600000,CR
1580000,7600000,CR
1600000,7600000,CR
1620000,7600000,CR
1640000,7600000,CR
1660000,7600000,CR
1680000,7600000,CR
1700000,7600000,CR
1720000,7600000,CR
1740000,7600000,CR
1760000,7600000,CR
1780000,7600000,CR
1800000,7600000,CR
1820000,7600000,CR
1840000,7600000,CR
1860000,7600000,CR
1880000,7600000,CR
1900000,7600000,CR
1920000,7600000,CR
1940000,7600000,CR
1960000,7600000,CR
1980000,7600000,CR
2000000,7600000,CR
100000,7700000,NR
120000,7700000,NR
140000,7700000,NR
160000,7700000,NR
180000,7700000,NR
200000,7700000,NR
220000,7700000,NR
240000,7700000,NR
260000,7700000,NR
280000,7700000,NR
300000,7700000,NR
320000,7700000,NR
340000,7700000,NR
360000,7700000,NR
380000,7700000,NR
400000,7700000,NR
420000,7700000,NR
440000,7700000,NR
460000,7700000,NR
480000,7700000,NR
500000,7700000,NR
520000,7700000,NR
540000,7700000,NR
560000,7700000,NR
580000,7700000,NR
600000,7700000,NR
620000,7700000,NR
640000,7700000,NR
660000,7700000,NR
680000,7700000,NR
700000,7700000,NR
720000,7700000,NR
740000,7700000,NR
760000,7700000,NR
780000,7700000,NR
800000,7700000,NR
820000,7700000,NR
840000,7700000,NR
860000,7700000,NR
880000,7700000,NR
900000,7700000,NR
920000,7700000,NR
940000,7700000,NR
960000,7700000,NR
980000,7700000,NR
1000000,7700000,CR
1020000,7700000,CR
1040000,7700000,CR
1060000,7700000,CR
1080000,7700000,CR
1100000,7700000,CR
1120000,7700000,CR
1140000,7700000,CR
1160000,7700000,CR
1180000,7700000,CR
1200000,7700000,CR
1220000,7700000,CR
1240000,7700000,CR
1260000,7700000,CR
1280000,7700000,CR
1300000,7700000,CR
1320000,7700000,CR
1340000,7700000,CR
1360000,7700000,CR
1380000,7700000,CR
1400000,7700000,CR
1420000,7700000,CR
1440000,7700000,CR
1460000,7700000,CR
1480000,7700000,CR
1500000,7700000,CR
1520000,7700000,CR
1540000,7700000,CR
1560000,7700000,CR
1580000,7700000,CR
1600000,7700000,CR
1620000,7700000,CR
1640000,7700000,CR
1660000,7700000,CR
1680000,7700000,CR
1700000,7700000,CR
1720000,7700000,CR
1740000,7700000,CR
1760000,7700000,CR
1780000,7700000,CR
1800000,7700000,CR
1820000,7700000,CR
1840000,7700000,CR
1860000,7700000,CR
1880000,7700000,CR
1900000,7700000,CR
1920000,7700000,CR
1940000,7700000,CR
1960000,7700000,CR
1980000,7700000,CR
2000000,7700000,CR
100000,7800000,NR
120000,7800000,NR
140000,7800000,NR
160000,7800000,NR
180000,7800000,NR
200000,7800000,NR
220000,7800000,NR
240000,7800000,NR
260000,7800000,NR
280000,7800000,NR
300000,7800000,NR
320000,7800000,NR
340000,7800000,NR
360000,7800000,NR
380000,7800000,NR
400000,7800000,NR
420000,7800000,NR
440000,7800000,NR
460000,7800000,NR
480000,7800000,NR
500000,7800000,NR
520000,7800000,NR
540000,7800000,NR
560000,7800000,NR
580000,7800000,NR
600000,7800000,NR
620000,7800000,NR
640000,7800000,NR
660000,7800000,NR
680000,7800000,NR
700000,7800000,NR
720000,7800000,NR
740000,7800000,NR
760000,7800000,NR
780000,7800000,NR
800000,7800000,NR
820000,7800000,NR
840000,7800000,NR
860000,7800000,NR
880000,7800000,NR
900000,7800000,NR
920000,7800000,NR
940000,7800000,NR
960000,7800000,NR
980000,7800000,NR
1000000,7800000,NR
1020000,7800000,CR
1040000,7800000,CR
1060000,7800000,CR
1080000,7800000,CR
1100000,7800000,CR
1120000,7800000,CR
1140000,7800000,CR
1160000,7800000,CR
1180000,7800000,CR
1200000,7800000,CR
1220000,7800000,CR
1240000,7800000,CR
1260000,7800000,CR
1280000,7800000,CR
1300000,7800000,CR
1320000,7800000,CR
1340000,7800000,CR
1360000,7800000,CR
1380000,7800000,CR
1400000,7800000,CR
1420000,7800000,CR
1440000,7800000,CR
1460000,7800000,CR
1480000,7800000,CR
1500000,7800000,CR
1520000,7800000,CR
1540000,7800000,CR
1560000,7800000,CR
1580000,7800000,CR
1600000,7800000,CR
1620000,7800000,CR
1640000,7800000,CR
1660000,7800000,CR
1680000,7800000,CR
1700000,7800000,CR
1720000,7800000,CR
1740000,7800000,CR
1760000,7800000,CR
1780000,7800000,CR
1800000,7800000,CR
1820000,7800000,CR
1840000,7800000,CR
1860000,7800000,CR
1880000,7800000,CR
1900000,7800000,CR
1920000,7800000,CR
1940000,7800000,CR
1960000,7800000,CR
1980000,7800000,CR
2000000,7800000,CR
100000,7900000,NR
120000,7900000,NR
140000,7900000,NR
160000,7900000,NR
180000,7900000,NR
200000,7900000,NR
220000,7900000,NR
240000,7900000,NR
260000,7900000,NR
280000,7900000,NR
300000,7900000,NR
320000,7900000,NR
340000,7900000,NR
360000,7900000,NR
380000,7900000,NR
400000,7900000,NR
420000,7900000,NR
440000,7900000,NR
460000,7900000,NR
480000,7900000,NR
500000,7900000,NR
520000,7900000,NR
540000,7900000,NR
560000,7900000,NR
580000,7900000,NR
600000,7900000,NR
620000,7900000,NR
640000,7900000,NR
660000,7900000,NR
680000,7900000,NR
700000,7900000,NR
720000,7900000,NR
740000,7900000,NR
760000,7900000,NR
780000,7900000,NR
800000,7900000,NR
820000,7900000,NR
840000,7900000,NR
860000,7900000,NR
880000,7900000,NR
900000,7900000,NR
920000,7900000,NR
940000,7900000,NR
960000,7900000,NR
980000,7900000,NR
1000000,7900000,NR
1020000,7900000,CR
1040000,7900000,CR
1060000,7900000,CR
1080000,7900000,CR
1100000,7900000,CR
1120000,7900000,CR
1140000,7900000,CR
1160000,7900000,CR
1180000,7900000,CR
1200000,7900000,CR
1220000,7900000,CR
1240000,7900000,CR
1260000,7900000,CR
1280000,7900000,CR
1300000,7900000,CR
1320000,7900000,CR
1340000,7900000,CR
1360000,7900000,CR
1380000,7900000,CR
1400000,7900000,CR
1420000,7900000,CR
1440000,7900000,CR
1460000,7900000,CR
1480000,7900000,CR
1500000,7900000,CR
1520000,7900000,CR
1540000,7900000,CR
1560000,7900000,CR
1580000,7900000,CR
1600000,7900000,CR
1620000,7900000,CR
1640000,7900000,CR
1660000,7900000,CR
1680000,7900000,CR
1700000,7900000,CR
1720000,7900000,CR
1740000,7900000,CR
1760000,7900000,CR
1780000,7900000,CR
1800000,7900000,CR
1820000,7900000,CR
1840000,7900000,CR
1860000,7900000,CR
1880000,7900000,CR
1900000,7900000,CR
1920000,7900000,CR
1940000,7900000,CR
1960000,7900000,CR
1980000,7900000,CR
2000000,7900000,CR
100000,8000000,NR
120000,8000000,NR
140000,8000000,NR
160000,8000000,NR
180000,8000000,NR
200000,8000000,NR
220000,8000000,NR
240000,8000000,NR
260000,8000000,NR
280000,8000000,NR
300000,8000000,NR
320000,8000000,NR
340000,8000000,NR
360000,8000000,NR
380000,8000000,NR
400000,8000000,NR
420000,8000000,NR
440000,8000000,NR
460000,8000000,NR
480000,8000000,NR
500000,8000000,NR
520000,8000000,NR
540000,8000000,NR
560000,8000000,NR
580000,8000000,NR
600000,8000000,NR
620000,8000000,NR
640000,8000000,NR
660000,8000000,NR
680000,8000000,NR
700000,8000000,NR
720000,8000000,NR
740000,8000000,NR
760000,8000000,NR
780000,8000000,NR
800000,8000000,NR
820000,8000000,NR
840000,8000000,NR
860000,8000000,NR
880000,8000000,NR
900000,8000000,NR
920000,8000000,NR
940000,8000000,NR
960000,8000000,NR
980000,8000000,NR
1000000,8000000,NR
1020000,8000000,NR
1040000,8000000,CR
1060000,8000000,CR
1080000,8000000,CR
1100000,8000000,CR
1120000,8000000,CR
1140000,8000000,CR
1160000,8000000,CR
1180000,8000000,CR
1200000,8000000,CR
1220000,8000000,CR
1240000,8000000,CR
1260000,8000000,CR
1280000,8000000,CR
1300000,8000000,CR
1320000,8000000,CR
1340000,8000000,CR
1360000,8000000,CR
1380000,8000000,CR
1400000,8000000,CR
1420000,8000000,CR
1440000,8000000,CR
1460000,8000000,CR
1480000,8000000,CR
1500000,8000000,CR
1520000,8000000,CR
1540000,8000000,CR
1560000,8000000,CR
1580000,8000000,CR
1600000,8000000,CR
1620000,8000000,CR
1640000,8000000,CR
1660000,8000000,CR
1680000,8000000,CR
1700000,8000000,CR
1720000,8000000,CR
1740000,8000000,CR
1760000,8000000,CR
1780000,8000000,CR
1800000,8000000,CR
1820000,8000000,CR
1840000,8000000,CR
1860000,8000000,CR
1880000,8000000,CR
1900000,8000000,CR
1920000,8000000,CR
1940000,8000000,CR
1960000,8000000,CR
1980000,8000000,CR
2000000,8000000,CR
100000,8100000,NR
120000,8100000,NR
140000,8100000,NR
160000,8100000,NR
180000,8100000,NR
200000,8100000,NR
220000,8100000,NR
240000,8100000,NR
260000,8100000,NR
280000,8100000,NR
300000,8100000,NR
320000,8100000,NR
340000,8100000,NR
360000,8100000,NR
380000,8100000,NR
400000,8100000,NR
420000,8100000,NR
440000,8100000,NR
460000,8100000,NR
480000,8100000,NR
500000,8100000,NR
520000,8100000,NR
540000,8100000,NR
560000,8100000,NR
580000,8100000,NR
600000,8100000,NR
620000,8100000,NR
640000,8100000,NR
660000,8100000,NR
680000,8100000,NR
700000,8100000,NR
720000,8100000,NR
740000,8100000,NR
760000,8100000,NR
780000,8100000,NR
800000,8100000,NR
820000,8100000,NR
840000,8100000,NR
860000,8100000,NR
880000,8100000,NR
900000,8100000,NR
920000,8100000,NR
940000,8100000,NR
960000,8100000,NR
980000,8100000,NR
1000000,8100000,NR
1020000,8100000,NR
1040000,8100000,NR
1060000,8100000,CR
1080000,8100000,CR
1100000,8100000,CR
1120000,8100000,CR
1140000,8100000,CR
1160000,8100000,CR
1180000,8100000,CR
1200000,8100000,CR
1220000,8100000,CR
1240000,8100000,CR
1260000,8100000,CR
1280000,8100000,CR
1300000,8100000,CR
1320000,8100000,CR
1340000,8100000,CR
1360000,8100000,CR
1380000,8100000,CR
1400000,8100000,CR
1420000,8100000,CR
1440000,8100000,CR
1460000,8100000,CR
1480000,8100000,CR
1500000,8100000,CR
1520000,8100000,CR
1540000,8100000,CR
1560000,8100000,CR
1580000,8100000,CR
1600000,8100000,CR
1620000,8100000,CR
1640000,8100000,CR
1660000,8100000,CR
1680000,8100000,CR
1700000,8100000,CR
1720000,8100000,CR
1740000,8100000,CR
1760000,8100000,CR
1780000,8100000,CR
1800000,8100000,CR
1820000,8100000,CR
1840000,8100000,CR
1860000,8100000,CR
1880000,8100000,CR
1900000,8100000,CR
1920000,8100000,CR
1940000,8100000,CR
1960000,8100000,CR
1980000,8100000,CR
2000000,8100000,CR
100000,8200000,NR
120000,8200000,NR
140000,8200000,NR
160000,8200000,NR
180000,8200000,NR
200000,8200000,NR
220000,8200000,NR
240000,8200000,NR
260000,8200000,NR
280000,8200000,NR
300000,8200000,NR
320000,8200000,NR
340000,8200000,NR
360000,8200000,NR
380000,8200000,NR
400000,8200000,NR
420000,8200000,NR
440000,8200000,NR
460000,8200000,NR
480000,8200000,NR
500000,8200000,NR
520000,8200000,NR
540000,8200000,NR
560000,8200000,NR
580000,8200000,NR
600000,8200000,NR
620000,8200000,NR
640000,8200000,NR
660000,8200000,NR
680000,8200000,NR
700000,8200000,NR
720000,8200000,NR
740000,8200000,NR
760000,8200000,NR
780000,8200000,NR
800000,8200000,NR
820000,8200000,NR
840000,8200000,NR
860000,8200000,NR
880000,8200000,NR
900000,8200000,NR
920000,8200000,NR
940000,8200000,NR
960000,8200000,NR
980000,8200000,NR
1000000,8200000,NR
1020000,8200000,NR
1040000,8200000,NR
1060000,8200000,CR
1080000,8200000,CR
1100000,8200000,CR
1120000,8200000,CR
1140000,8200000,CR
1160000,8200000,CR
1180000,8200000,CR
1200000,8200000,CR
1220000,8200000,CR
1240000,8200000,CR
1260000,8200000,CR
1280000,8200000,CR
1300000,8200000,CR
1320000,8200000,CR
1340000,8200000,CR
1360000,8200000,CR
1380000,8200000,CR
1400000,8200000,CR
1420000,8200000,CR
1440000,8200000,CR
1460000,8200000,CR
1480000,8200000,CR
1500000,8200000,CR
1520000,8200000,CR
1540000,8200000,CR
1560000,8200000,CR
1580000,8200000,CR
1600000,8200000,CR
1620000,8200000,CR
1640000,8200000,CR
1660000,8200000,CR
1680000,8200000,CR
1700000,8200000,CR
1720000,8200000,CR
1740000,8200000,CR
1760000,8200000,CR
1780000,8200000,CR
1800000,8200000,CR
1820000,8200000,CR
1840000,8200000,CR
1860000,8200000,CR
1880000,8200000,CR
1900000,8200000,CR
1920000,8200000,CR
1940000,8200000,CR
1960000,8200000,CR
1980000,8200000,CR
2000000,8200000,CR
100000,8300000,NR
120000,8300000,NR
140000,8300000,NR
160000,8300000,NR
180000,8300000,NR
200000,8300000,NR
220000,8300000,NR
240000,8300000,NR
260000,8300000,NR
280000,8300000,NR
300000,8300000,NR
320000,8300000,NR
340000,8300000,NR
360000,8300000,NR
380000,8300000,NR
400000,8300000,NR
420000,8300000,NR
440000,8300000,NR
460000,8300000,NR
480000,8300000,NR
500000,8300000,NR
520000,8300000,NR
540000,8300000,NR
560000,8300000,NR
580000,8300000,NR
600000,8300000,NR
620000,8300000,NR
640000,8300000,NR
660000,8300000,NR
680000,8300000,NR
700000,8300000,NR
720000,8300000,NR
740000,8300000,NR
760000,8300000,NR
780000,8300000,NR
800000,8300000,NR
820000,8300000,NR
840000,8300000,NR
860000,8300000,NR
880000,8300000,NR
900000,8300000,NR
920000,8300000,NR
940000,8300000,NR
960000,8300000,NR
980000,8300000,NR
1000000,8300000,NR
1020000,8300000,NR
1040000,8300000,NR
1060000,8300000,NR
1080000,8300000,CR
1100000,8300000,CR
1120000,8300000,CR
1140000,8300000,CR
1160000,8300000,CR
1180000,8300000,CR
1200000,8300000,CR
1220000,8300000,CR
1240000,8300000,CR
1260000,8300000,CR
1280000,8300000,CR
1300000,8300000,CR
1320000,8300000,CR
1340000,8300000,CR
1360000,8300000,CR
1380000,8300000,CR
1400000,8300000,CR
1420000,8300000,CR
1440000,8300000,CR
1460000,8300000,CR
1480000,8300000,CR
1500000,8300000,CR
1520000,8300000,CR
1540000,8300000,CR
1560000,8300000,CR
1580000,8300000,CR
1600000,8300000,CR
1620000,8300000,CR
1640000,8300000,CR
1660000,8300000,CR
1680000,8300000,CR
1700000,8300000,CR
1720000,8300000,CR
1740000,8300000,CR
1760000,8300000,CR
1780000,8300000,CR
1800000,8300000,CR
1820000,8300000,CR
1840000,8300000,CR
1860000,8300000,CR
1880000,8300000,CR
1900000,8300000,CR
1920000,8300000,CR
1940000,8300000,CR
1960000,8300000,CR
1980000,8300000,CR
2000000,8300000,CR
100000,8400000,NR
120000,8400000,NR
140000,8400000,NR
160000,8400000,NR
180000,8400000,NR
200000,8400000,NR
220000,8400000,NR
240000,8400000,NR
260000,8400000,NR
280000,8400000,NR
300000,8400000,NR
320000,8400000,NR
340000,8400000,NR
360000,8400000,NR
380000,8400000,NR
400000,8400000,NR
420000,8400000,NR
440000,8400000,NR
460000,8400000,NR
480000,8400000,NR
500000,8400000,NR
520000,8400000,NR
540000,8400000,NR
560000,8400000,NR
580000,8400000,NR
600000,8400000,NR
620000,8400000,NR
640000,8400000,NR
660000,8400000,NR
680000,8400000,NR
700000,8400000,NR
720000,8400000,NR
740000,8400000,NR
760000,8400000,NR
780000,8400000,NR
800000,8400000,NR
820000,8400000,NR
840000,8400000,NR
860000,8400000,NR
880000,8400000,NR
900000,8400000,NR
920000,8400000,NR
940000,8400000,NR
960000,8400000,NR
980000,8400000,NR
1000000,8400000,NR
1020000,8400000,NR
1040000,8400000,NR
1060000,8400000,NR
1080000,8400000,NR
1100000,8400000,CR
1120000,8400000,CR
1140000,8400000,CR
1160000,8400000,CR
1180000,8400000,CR
1200000,8400000,CR
1220000,8400000,CR
1240000,8400000,CR
1260000,8400000,CR
1280000,8400000,CR
1300000,8400000,CR
1320000,8400000,CR
1340000,8400000,CR
1360000,8400000,CR
1380000,8400000,CR
1400000,8400000,CR
1420000,8400000,CR
1440000,8400000,CR
1460000,8400000,CR
1480000,8400000,CR
1500000,8400000,CR
1520000,8400000,CR
1540000,8400000,CR
1560000,8400000,CR
1580000,8400000,CR
1600000,8400000,CR
1620000,8400000,CR
1640000,8400000,CR
1660000,8400000,CR
1680000,8400000,CR
1700000,8400000,CR
1720000,8400000,CR
1740000,8400000,CR
1760000,8400000,CR
1780000,8400000,CR
1800000,8400000,CR
1820000,8400000,CR
1840000,8400000,CR
1860000,8400000,CR
1880000,8400000,CR
1900000,8400000,CR
1920000,8400000,CR
1940000,8400000,CR
1960000,8400000,CR
1980000,8400000,CR
2000000,8400000,CR
100000,8500000,NR
120000,8500000,NR
140000,8500000,NR
160000,8500000,NR
180000,8500000,NR
200000,8500000,NR
220000,8500000,NR
240000,8500000,NR
260000,8500000,NR
280000,8500000,NR
300000,8500000,NR
320000,8500000,NR
340000,8500000,NR
360000,8500000,NR
380000,8500000,NR
400000,8500000,NR
420000,8500000,NR
440000,8500000,NR
460000,8500000,NR
480000,8500000,NR
500000,8500000,NR
520000,8500000,NR
540000,8500000,NR
560000,8500000,NR
580000,8500000,NR
600000,8500000,NR
620000,8500000,NR
640000,8500000,NR
660000,8500000,NR
680000,8500000,NR
700000,8500000,NR
720000,8500000,NR
740000,8500000,NR
760000,8500000,NR
780000,8500000,NR
800000,8500000,NR
820000,8500000,NR
840000,8500000,NR
860000,8500000,NR
880000,8500000,NR
900000,8500000,NR
920000,8500000,NR
940000,8500000,NR
960000,8500000,NR
980000,8500000,NR
1000000,8500000,NR
1020000,8500000,NR
1040000,8500000,NR
1060000,8500000,NR
1080000,8500000,NR
1100000,8500000,CR
1120000,8500000,CR
1140000,8500000,CR
1160000,8500000,CR
1180000,8500000,CR
1200000,8500000,CR
1220000,8500000,CR
1240000,8500000,CR
1260000,8500000,CR
1280000,8500000,CR
1300000,8500000,CR
1320000,8500000,CR
1340000,8500000,CR
1360000,8500000,CR
1380000,8500000,CR
1400000,8500000,CR
1420000,8500000,CR
1440000,8500000,CR
1460000,8500000,CR
1480000,8500000,CR
1500000,8500000,CR
1520000,8500000,CR
1540000,8500000,CR
1560000,8500000,CR
1580000,8500000,CR
1600000,8500000,CR
1620000,8500000,CR
1640000,8500000,CR
1660000,8500000,CR
1680000,8500000,CR
1700000,8500000,CR
1720000,8500000,CR
1740000,8500000,CR
1760000,8500000,CR
1780000,8500000,CR
1800000,8500000,CR
1820000,8500000,CR
1840000,8500000,CR
1860000,8500000,CR
1880000,8500000,CR
1900000,8500000,CR
1920000,8500000,CR
1940000,8500000,CR
1960000,8500000,CR
1980000,8500000,CR
2000000,8500000,CR
100000,8600000,NR
120000,8600000,NR
140000,8600000,NR
160000,8600000,NR
180000,8600000,NR
200000,8600000,NR
220000,8600000,NR
240000,8600000,NR
260000,8600000,NR
280000,8600000,NR
300000,8600000,NR
320000,8600000,NR
340000,8600000,NR
360000,8600000,NR
380000,8600000,NR
400000,8600000,NR
420000,8600000,NR
440000,8600000,NR
460000,8600000,NR
480000,8600000,NR
500000,8600000,NR
520000,8600000,NR
540000,8600000,NR
560000,8600000,NR
580000,8600000,NR
600000,8600000,NR
620000,8600000,NR
640000,8600000,NR
660000,8600000,NR
680000,8600000,NR
700000,8600000,NR
720000,8600000,NR
740000,8600000,NR
760000,8600000,NR
780000,8600000,NR
800000,8600000,NR
820000,8600000,NR
840000,8600000,NR
860000,8600000,NR
880000,8600000,NR
900000,8600000,NR
920000,8600000,NR
940000,8600000,NR
960000,8600000,NR
980000,8600000,NR
1000000,8600000,NR
1020000,8600000,NR
1040000,8600000,NR
1060000,8600000,NR
1080000,8600000,NR
1100000,8600000,NR
1120000,8600000,CR
1140000,8600000,CR
1160000,8600000,CR
1180000,8600000,CR
1200000,8600000,CR
1220000,8600000,CR
1240000,8600000,CR
1260000,8600000,CR
1280000,8600000,CR
1300000,8600000,CR
1320000,8600000,CR
1340000,8600000,CR
1360000,8600000,CR
1380000,8600000,CR
1400000,8600000,CR
1420000,8600000,CR
1440000,8600000,CR
1460000,8600000,CR
1480000,8600000,CR
1500000,8600000,CR
1520000,8600000,CR
1540000,8600000,CR
1560000,8600000,CR
1580000,8600000,CR
1600000,8600000,CR
1620000,8600000,CR
1640000,8600000,CR
1660000,8600000,CR
1680000,8600000,CR
1700000,8600000,CR
1720000,8600000,CR
1740000,8600000,CR
1760000,8600000,CR
1780000,8600000,CR
1800000,8600000,CR
1820000,8600000,CR
1840000,8600000,CR
1860000,8600000,CR
1880000,8600000,CR
1900000,8600000,CR
1920000,8600000,CR
1940000,8600000,CR
1960000,8600000,CR
1980000,8600000,CR
2000000,8600000,CR
100000,8700000,NR
120000,8700000,NR
140000,8700000,NR
160000,8700000,NR
180000,8700000,NR
200000,8700000,NR
220000,8700000,NR
240000,8700000,NR
260000,8700000,NR
280000,8700000,NR
300000,8700000,NR
320000,8700000,NR
340000,8700000,NR
360000,8700000,NR
380000,8700000,NR
400000,8700000,NR
420000,8700000,NR
440000,8700000,NR
460000,8700000,NR
480000,8700000,NR
500000,8700000,NR
520000,8700000,NR
540000,8700000,NR
560000,8700000,NR
580000,8700000,NR
600000,8700000,NR
620000,8700000,NR
640000,8700000,NR
660000,8700000,NR
680000,8700000,NR
700000,8700000,NR
720000,8700000,NR
740000,8700000,NR
760000,8700000,NR
780000,8700000,NR
800000,8700000,NR
820000,8700000,NR
840000,8700000,NR
860000,8700000,NR
880000,8700000,NR
900000,8700000,NR
920000,8700000,NR
940000,8700000,NR
960000,8700000,NR
980000,8700000,NR
1000000,8700000,NR
1020000,8700000,NR
1040000,8700000,NR
1060000,8700000,NR
1080000,8700000,NR
1100000,8700000,NR
1120000,8700000,NR
1140000,8700000,CR
1160000,8700000,CR
1180000,8700000,CR
1200000,8700000,CR
1220000,8700000,CR
1240000,8700000,CR
1260000,8700000,CR
1280000,8700000,CR
1300000,8700000,CR
1320000,8700000,CR
1340000,8700000,CR
1360000,8700000,CR
1380000,8700000,CR
1400000,8700000,CR
1420000,8700000,CR
1440000,8700000,CR
1460000,8700000,CR
1480000,8700000,CR
1500000,8700000,CR
1520000,8700000,CR
1540000,8700000,CR
1560000,8700000,CR
1580000,8700000,CR
1600000,8700000,CR
1620000,8700000,CR
1640000,8700000,CR
1660000,8700000,CR
1680000,8700000,CR
1700000,8700000,CR
1720000,8700000,CR
1740000,8700000,CR
1760000,8700000,CR
1780000,8700000,CR
1800000,8700000,CR
1820000,8700000,CR
1840000,8700000,CR
1860000,8700000,CR
1880000,8700000,CR
1900000,8700000,CR
1920000,8700000,CR
1940000,8700000,CR
1960000,8700000,CR
1980000,8700000,CR
2000000,8700000,CR
100000,8800000,NR
120000,8800000,NR
140000,8800000,NR
160000,8800000,NR
180000,8800000,NR
200000,8800000,NR
220000,8800000,NR
240000,8800000,NR
260000,8800000,NR
280000,8800000,NR
300000,8800000,NR
320000,8800000,NR
340000,8800000,NR
360000,8800000,NR
380000,8800000,NR
400000,8800000,NR
420000,8800000,NR
440000,8800000,NR
460000,8800000,NR
480000,8800000,NR
500000,8800000,NR
520000,8800000,NR
540000,8800000,NR
560000,8800000,NR
580000,8800000,NR
600000,8800000,NR
620000,8800000,NR
640000,8800000,NR
660000,8800000,NR
680000,8800000,NR
700000,8800000,NR
720000,8800000,NR
740000,8800000,NR
760000,8800000,NR
780000,8800000,NR
800000,8800000,NR
820000,8800000,NR
840000,8800000,NR
860000,8800000,NR
880000,8800000,NR
900000,8800000,NR
920000,8800000,NR
940000,8800000,NR
960000,8800000,NR
980000,8800000,NR
1000000,8800000,NR
1020000,8800000,NR
1040000,8800000,NR
1060000,8800000,NR
1080000,8800000,NR
1100000,8800000,NR
1120000,8800000,NR
1140000,8800000,CR
1160000,8800000,CR
1180000,8800000,CR
1200000,8800000,CR
1220000,8800000,CR
1240000,8800000,CR
1260000,8800000,CR
1280000,8800000,CR
1300000,8800000,CR
1320000,8800000,CR
1340000,8800000,CR
1360000,8800000,CR
1380000,8800000,CR
1400000,8800000,CR
1420000,8800000,CR
1440000,8800000,CR
1460000,8800000,CR
1480000,8800000,CR
1500000,8800000,CR
1520000,8800000,CR
1540000,8800000,CR
1560000,8800000,CR
1580000,8800000,CR
1600000,8800000,CR
1620000,8800000,CR
1640000,8800000,CR
1660000,8800000,CR
1680000,8800000,CR
1700000,8800000,CR
1720000,8800000,CR
1740000,8800000,CR
1760000,8800000,CR
1780000,8800000,CR
1800000,8800000,CR
1820000,8800000,CR
1840000,8800000,CR
1860000,8800000,CR
1880000,8800000,CR
1900000,8800000,CR
1920000,8800000,CR
1940000,8800000,CR
1960000,8800000,CR
1980000,8800000,CR
2000000,8800000,CR
100000,8900000,NR
120000,8900000,NR
140000,8900000,NR
160000,8900000,NR
180000,8900000,NR
200000,8900000,NR
220000,8900000,NR
240000,8900000,NR
260000,8900000,NR
280000,8900000,NR
300000,8900000,NR
320000,8900000,NR
340000,8900000,NR
360000,8900000,NR
380000,8900000,NR
400000,8900000,NR
420000,8900000,NR
440000,8900000,NR
460000,8900000,NR
480000,8900000,NR
500000,8900000,NR
520000,8900000,NR
540000,8900000,NR
560000,8900000,NR
580000,8900000,NR
600000,8900000,NR
