phi,rho,eps,theta,alpha,mu,r,b,gamma,CM55,CM75,Response
0.25378,0.46942,0.23213,5.6745e-06,5.845e-08,0.00629,0.089958,1.3754e-12,1.6368e-06,4.2056e-10,-7.9208e-15,NR
0.18124,0.20745,0.07549,2.722e-06,5.0938e-08,0.0021881,0.088082,1.8029e-12,2.034e-06,304350.6602,806467.0629,CR
0.41073,0.54798,0.17551,5.9455e-06,7.1053e-08,0.0060716,0.087322,1.9371e-12,2.412e-06,47345.3871,226744.3941,CR
0.37626,0.46773,0.094445,7.6511e-06,6.6639e-08,0.0041541,0.089639,8.1278e-13,2.0931e-06,6.7171e-06,-2.1764e-14,NR
0.28521,0.3608,0.11883,2.8287e-06,6.0418e-08,0.0029066,0.089963,2.1954e-12,2.0254e-06,0.2063,7.4428e-14,NR
0.27504,0.46367,0.21091,6.6112e-06,5.2494e-08,0.0058476,0.082487,7.907e-13,1.5382e-06,57721.3733,265338.3835,CR
0.23826,0.24512,0.11854,7.9862e-06,6.1009e-08,0.005911,0.087607,6.3781e-13,1.9008e-06,523.4043,5910.0857,CR
0.23587,0.44693,0.22853,7.485e-06,7.009e-08,0.0069277,0.086776,1.3959e-12,1.9253e-06,3.9305e-05,-6.7428e-14,NR
0.23022,0.38407,0.15979,4.0102e-06,6.7348e-08,0.0051011,0.089293,1.1691e-12,2.4759e-06,6629.6755,20358.476,CR
0.26323,0.33476,0.10648,6.451e-06,5.5565e-08,0.0044505,0.084748,9.1569e-13,1.6928e-06,7061.9927,137583.7201,CR
0.29929,0.46907,0.18459,5.6761e-06,5.8678e-08,0.0020049,0.0884,1.6558e-12,2.1952e-06,94612.27,249492.6402,CR
0.39141,0.41716,0.10878,3.1803e-06,6.0773e-08,0.0020655,0.086565,1.9351e-12,1.8794e-06,5474.8432,208815.3478,CR
0.22328,0.30881,0.20382,8.1878e-06,6.207e-08,0.0024916,0.085828,1.0537e-12,2.0915e-06,700560.3082,1343504.1518,CR
0.37591,0.39471,0.068171,7.9433e-06,6.3976e-08,0.0061867,0.0862,1.7035e-12,2.1209e-06,63911.3046,390918.3409,CR
0.40627,0.46615,0.095199,6.6212e-06,6.1338e-08,0.005693,0.086953,2.2079e-12,2.3167e-06,283067.8733,585083.5396,CR
0.35983,0.52272,0.1983,8.5097e-06,7.0556e-08,0.0076054,0.089102,1.1909e-12,3.0152e-06,505202.6628,568083.028,CR
0.15345,0.21037,0.083792,2.8598e-06,6.0608e-08,0.0069361,0.078129,1.4479e-12,1.5163e-06,104395.11,371983.9279,CR
0.11585,0.1318,0.12769,3.1061e-06,7.1323e-08,0.0025796,0.085263,7.2485e-13,1.5565e-06,1.0854e-09,-2.1023e-14,NR
0.27335,0.40758,0.14984,8.1188e-06,7.0948e-08,0.0020055,0.079261,7.7096e-13,1.919e-06,213331.6115,425966.3572,CR
0.16428,0.19035,0.20749,3.1361e-06,6.8071e-08,0.0030217,0.085724,9.8545e-13,2.1123e-06,810432.2328,2309318.7181,CR
0.35319,0.45445,0.22146,2.4515e-06,7.0269e-08,0.0036532,0.077909,1.4667e-12,1.7679e-06,877343.9102,1385711.0818,CR
0.2436,0.42955,0.19645,2.8125e-06,5.7573e-08,0.0065376,0.08594,2.0172e-12,1.8353e-06,4387.1344,1928.9388,NR
0.18771,0.19895,0.12445,6.917e-06,4.3058e-08,0.0067806,0.090345,1.4126e-12,1.5761e-06,42045.8954,1000525.9752,CR
0.2136,0.21575,0.13403,7.1448e-06,4.7302e-08,0.0057648,0.088105,1.5906e-12,1.5643e-06,105595.4818,1472845.6875,CR
0.16005,0.18057,0.081404,7.258e-06,5.3825e-08,0.0057681,0.084131,2.0925e-12,1.7935e-06,302187.692,939077.0038,CR
0.10786,0.32853,0.2392,5.2411e-06,6.2497e-08,0.0056866,0.089717,1.7296e-12,2.7047e-06,419345.0408,454802.3211,CR
0.42379,0.5147,0.16215,3.2405e-06,6.3936e-08,0.0048812,0.082729,2.0795e-12,1.9633e-06,467644.1838,829731.3152,CR
0.38431,0.50455,0.17332,3.6949e-06,6.7985e-08,0.0076334,0.080445,1.4933e-12,1.8544e-06,297035.3854,548568.5797,CR
0.28386,0.36982,0.1957,3.3042e-06,5.39e-08,0.0065837,0.083203,8.552e-13,1.5486e-06,386719.1088,1049226.7429,CR
0.2575,0.4428,0.20061,2.4189e-06,6.1912e-08,0.0026786,0.085435,1.0245e-12,2.3015e-06,445113.2361,533336.0166,CR
0.21578,0.28603,0.079475,2.7811e-06,6.6978e-08,0.0029638,0.084851,5.6963e-13,2.2973e-06,179688.86,364366.5351,CR
0.2409,0.32532,0.13733,4.1843e-06,6.6932e-08,0.0067146,0.089931,8.8949e-13,1.8168e-06,-2.8383e-12,-6.2389e-15,NR
0.20551,0.29585,0.21991,9.2932e-06,6.9234e-08,0.0027509,0.087781,2.0591e-12,2.3206e-06,345492.0033,974820.2342,CR
0.10889,0.28391,0.23145,9.3774e-06,4.3077e-08,0.0054728,0.087558,1.8723e-12,1.5523e-06,167535.6063,578911.4348,CR
0.41692,0.59353,0.20431,8.9918e-06,7.0747e-08,0.0048747,0.089298,6.8727e-13,1.8267e-06,5.6378e-13,-3.7028e-16,NR
0.3005,0.34258,0.18491,4.373e-06,7.0804e-08,0.0045473,0.089355,1.5347e-12,2.4424e-06,161858.3272,912099.2993,CR
0.11985,0.1316,0.10896,3.5415e-06,6.5205e-08,0.0038023,0.086825,6.3108e-13,1.8157e-06,0.034237,-1.1102e-13,NR
0.19341,0.20028,0.20698,6.1093e-06,5.5816e-08,0.0024591,0.086739,1.0333e-12,1.5817e-06,10955.7161,1792824.7987,CR
0.14038,0.19848,0.21251,4.788e-06,7.0102e-08,0.0031999,0.089494,1.6992e-12,2.6665e-06,779355.5045,1576224.9699,CR
0.27378,0.28992,0.099519,5.0154e-06,6.9384e-08,0.0056249,0.083507,2.2259e-12,2.1735e-06,396548.0556,1140163.2054,CR
0.23397,0.38564,0.16163,5.8127e-06,4.1695e-08,0.005337,0.08492,6.6838e-13,1.5348e-06,277560.9137,486828.2461,CR
0.21344,0.39715,0.23103,9.5318e-06,6.9574e-08,0.0045143,0.089866,2.1164e-12,2.1371e-06,1.4693e-06,-5.2714e-14,NR
0.20303,0.3157,0.13927,4.5542e-06,6.7495e-08,0.004978,0.089179,7.1073e-13,1.5008e-06,1.3817e-13,5.8328e-15,NR
0.29325,0.35202,0.09386,5.3547e-06,5.5321e-08,0.0030704,0.082341,7.6995e-13,1.5225e-06,5732.5546,108618.7975,CR
0.11427,0.20316,0.21758,2.9528e-06,5.9711e-08,0.007879,0.085027,1.1969e-12,1.9847e-06,835734.2547,1325129.7458,CR
0.13612,0.25751,0.14268,2.66e-06,6.0405e-08,0.0069674,0.088263,1.1311e-12,1.875e-06,0.075411,-2.6924e-13,NR
0.37199,0.38925,0.062722,3.2289e-06,7.1584e-08,0.0079183,0.089077,1.8205e-12,1.6733e-06,9.5606e-14,4.8082e-15,NR
0.3266,0.36693,0.1146,7.7055e-06,7.1676e-08,0.0023348,0.082826,7.2588e-13,1.7136e-06,0.078192,-2.0369e-13,NR
0.30763,0.41463,0.16337,5.4732e-06,6.2718e-08,0.0078792,0.088634,1.5086e-12,1.8574e-06,0.00026123,-7.5242e-14,NR
0.17637,0.21427,0.11593,2.9903e-06,6.9505e-08,0.002785,0.081388,1.7681e-12,2.1189e-06,578352.6297,1273391.8573,CR
0.24847,0.32843,0.13786,3.834e-06,6.5133e-08,0.0057882,0.08786,1.9985e-12,1.5448e-06,-2.7324e-12,3.7099e-15,NR
0.35692,0.39602,0.22499,4.032e-06,7.1226e-08,0.0055245,0.081709,1.6464e-12,1.9186e-06,1075433.7248,2541455.6459,CR
0.32949,0.47906,0.16145,7.9552e-06,6.343e-08,0.0071242,0.086577,2.0463e-12,1.8246e-06,0.014665,9.3913e-14,NR
0.36076,0.44624,0.086948,9.0407e-06,7.1413e-08,0.0075509,0.080566,1.0516e-12,1.5346e-06,0.001103,-1.1316e-13,NR
0.36712,0.39394,0.22802,7.8279e-06,6.4331e-08,0.0074312,0.087358,1.3666e-12,2.2498e-06,1343380.4247,3233026.8666,CR
0.19933,0.28055,0.095883,3.7759e-06,5.3218e-08,0.0027759,0.088172,5.6673e-13,1.7429e-06,7.8785,-2.6706e-12,NR
0.22896,0.23459,0.079685,5.5173e-06,6.4422e-08,0.00542,0.085051,7.4398e-13,1.7374e-06,0.82535,-6.7942e-13,NR
0.1654,0.1809,0.062269,4.3878e-06,4.7223e-08,0.0047719,0.084907,1.1631e-12,1.7395e-06,313160.6005,900756.6313,CR
0.41704,0.54068,0.15487,8.6008e-06,6.1694e-08,0.002326,0.086788,9.3235e-13,1.6745e-06,7.5247e-05,-2.9278e-14,NR
0.34666,0.40064,0.079981,6.651e-06,4.9961e-08,0.0072688,0.087688,1.108e-12,1.5448e-06,0.42277,-5.9632e-13,NR
0.22143,0.35535,0.17553,5.9581e-06,5.025e-08,0.0044471,0.083459,1.4117e-12,1.5995e-06,262465.1805,586379.321,CR
0.34146,0.50559,0.18479,6.3415e-06,4.8953e-08,0.0056321,0.086907,1.3795e-12,1.493e-06,4.2924,-2.9887e-12,NR
0.41112,0.52938,0.13327,3.5147e-06,3.103e-08,0.0077051,0.090382,1.5541e-12,1.5e-06,359884.9894,591745.6439,CR
0.38636,0.43858,0.16405,9.4692e-06,5.9468e-08,0.0021679,0.085616,1.3323e-12,1.7067e-06,1113.6604,137878.1054,CR
0.40051,0.46162,0.15594,7.5927e-06,7.0586e-08,0.0033831,0.086381,1.3045e-12,2.3344e-06,318978.2652,859558.658,CR
0.27212,0.34307,0.073043,9.5824e-06,5.872e-08,0.004698,0.086421,1.2327e-12,1.7148e-06,0.036637,-2.1586e-13,NR
0.41804,0.4727,0.082904,6.5428e-06,6.1063e-08,0.0026435,0.087921,7.8568e-13,1.9821e-06,11.27,5.4746e-10,NR
0.12852,0.1547,0.20414,3.0943e-06,5.3074e-08,0.0073452,0.086436,1.5837e-12,1.5299e-06,64085.7127,1521285.9834,CR
0.16113,0.22256,0.21853,9.405e-06,6.9409e-08,0.0028888,0.086889,1.0205e-12,2.379e-06,886939.8898,1839258.0824,CR
0.18373,0.23094,0.17549,6.6675e-06,5.5823e-08,0.0022603,0.083565,8.5538e-13,1.6745e-06,668018.0342,1839033.6841,CR
0.27059,0.33306,0.085114,3.9005e-06,5.7225e-08,0.0049312,0.087411,1.0972e-12,1.9456e-06,4753.8759,45349.743,CR
0.40656,0.58295,0.20438,3.7957e-06,5.2045e-08,0.0020593,0.083674,6.0854e-13,1.5419e-06,22139.1705,157404.8708,CR
0.3745,0.51068,0.21818,4.3712e-06,6.9565e-08,0.0036877,0.087186,1.5196e-12,2.0336e-06,0.42037,-4.3823e-13,NR
0.15487,0.30622,0.18735,7.6247e-06,6.2267e-08,0.0037081,0.079967,1.515e-12,1.5207e-06,3167.3315,20545.7711,CR
0.15448,0.21839,0.19008,9.5368e-06,6.4625e-08,0.0032905,0.086693,1.2128e-12,2.1141e-06,425873.3143,1220026.8647,CR
0.40334,0.46932,0.11255,5.4398e-06,5.2624e-08,0.0042249,0.083682,1.0507e-12,1.4899e-06,2177.7416,23084.7687,CR
0.20742,0.27625,0.18654,7.9715e-06,5.8762e-08,0.0057006,0.084034,9.6032e-13,1.789e-06,559711.5489,1343554.4808,CR
0.37544,0.37636,0.14323,5.6754e-06,5.9907e-08,0.0020596,0.088248,8.4633e-13,2.0745e-06,440984.8591,1939058.3586,CR
0.38921,0.42458,0.066154,2.7378e-06,6.117e-08,0.0053822,0.090204,1.006e-12,2.5895e-06,195946.4686,458022.3494,CR
0.42229,0.45337,0.12058,5.501e-06,5.0912e-08,0.0036019,0.089812,2.0241e-12,1.7945e-06,2460.4442,205662.1925,CR
0.42194,0.50093,0.10289,8.9404e-06,6.6898e-08,0.0067526,0.080668,1.6704e-12,1.6483e-06,182.1591,0.20248,NR
0.20259,0.24766,0.10971,8.608e-06,5.0206e-08,0.0034592,0.085381,1.0131e-12,1.7401e-06,340430.3775,974313.3641,CR
0.15576,0.17555,0.075616,3.6873e-06,5.0747e-08,0.0045088,0.085281,6.47e-13,1.7925e-06,298334.7446,881595.2094,CR
0.17252,0.27937,0.16671,3.0535e-06,6.5214e-08,0.0035408,0.081161,1.9792e-12,1.7946e-06,257352.3791,594008.1743,CR
0.21551,0.2728,0.064107,7.97e-06,7.0497e-08,0.0032355,0.075954,1.6639e-12,1.8472e-06,244143.8531,515960.0007,CR
0.25294,0.35496,0.1191,5.0125e-06,5.5661e-08,0.0045971,0.090064,1.4403e-12,1.99e-06,14.2429,2.7318e-11,NR
0.10611,0.20177,0.13565,9.5363e-06,5.8162e-08,0.0061965,0.08842,8.5823e-13,2.4451e-06,468374.3128,718593.4615,CR
0.26635,0.30083,0.11437,4.0124e-06,6.9628e-08,0.0048209,0.087008,1.1245e-12,2.1306e-06,138.5588,0.0002477,NR
0.24335,0.27486,0.083225,7.4568e-06,6.9275e-08,0.0038987,0.088445,1.2678e-12,1.7784e-06,-6.5536e-13,1.2414e-15,NR
0.14704,0.20141,0.10129,6.4622e-06,6.2317e-08,0.0061015,0.078733,6.6364e-13,1.4964e-06,29865.7064,355861.9796,CR
0.19757,0.28187,0.23412,3.86e-06,6.8033e-08,0.0050735,0.082864,7.864e-13,1.7462e-06,111610.9413,983347.6557,CR
0.28049,0.46615,0.20461,3.0439e-06,6.8065e-08,0.0053086,0.089991,1.6127e-12,2.8241e-06,286119.5463,351656.806,CR
0.33926,0.47644,0.14871,3.8834e-06,6.0863e-08,0.0059242,0.08794,2.009e-12,1.7485e-06,6.3698e-05,-5.0969e-14,NR
0.42245,0.56531,0.23052,5.6792e-06,6.7891e-08,0.0034628,0.086152,2.1114e-12,1.8307e-06,0.016308,-2.9888e-13,NR
0.39104,0.49271,0.14826,7.0771e-06,6.9292e-08,0.0076397,0.079769,8.6829e-13,1.6972e-06,16988.1923,241405.2667,CR
0.19383,0.26855,0.1661,4.6267e-06,6.0695e-08,0.0037104,0.090136,1.3296e-12,1.8604e-06,4.5224e-05,-2.1633e-14,NR
0.1129,0.21263,0.1422,9.323e-06,7.0227e-08,0.0025263,0.086595,1.9842e-12,2.2107e-06,708.1228,443.2262,NR
0.33194,0.39163,0.23707,7.8271e-06,6.386e-08,0.0030009,0.082578,2.0976e-12,1.5156e-06,1543.7354,568955.8121,CR
0.11707,0.14763,0.091455,4.6628e-06,7.1619e-08,0.0066918,0.084278,1.5636e-12,2.0481e-06,4498.8639,128682.4955,CR
0.36437,0.46492,0.12243,8.2472e-06,6.9388e-08,0.00298,0.086341,1.0493e-12,1.819e-06,2.0753e-06,-2.4066e-14,NR
0.25304,0.29016,0.09973,9.5883e-06,5.1801e-08,0.0055405,0.087448,9.2277e-13,1.896e-06,232480.3272,781516.1363,CR
0.27488,0.29159,0.10333,4.2878e-06,6.173e-08,0.0065863,0.090109,1.1131e-12,1.8319e-06,5.081e-07,-2.2003e-14,NR
0.28189,0.29363,0.13237,2.4503e-06,5.6143e-08,0.0073076,0.085057,1.8681e-12,1.7927e-06,517750.1134,1647136.4599,CR
0.1964,0.27636,0.16493,8.479e-06,6.2982e-08,0.0027312,0.078529,9.8637e-13,1.5954e-06,480574.6854,1143907.6326,CR
0.24355,0.27393,0.13225,4.0626e-06,6.8004e-08,0.0034046,0.082841,5.9305e-13,2.1188e-06,645461.5995,1561475.3738,CR
0.23809,0.30484,0.084451,9.3904e-06,5.7996e-08,0.0052157,0.08384,1.8346e-12,2.0624e-06,299843.6576,582612.3996,CR
0.18344,0.21961,0.093674,4.904e-06,5.5355e-08,0.0069872,0.086997,1.2742e-12,1.9255e-06,136085.1605,549019.6436,CR
0.31441,0.33038,0.17582,9.0856e-06,6.3947e-08,0.0068538,0.085407,1.4591e-12,2.0675e-06,907929.7238,2627160.4696,CR
0.21374,0.31037,0.11165,9.5817e-06,6.3074e-08,0.0025749,0.088558,8.3642e-13,1.524e-06,-2.0198e-13,-3.3575e-15,NR
0.37506,0.52512,0.19202,3.5521e-06,7.041e-08,0.00352,0.084284,8.8155e-13,2.5177e-06,590746.7626,726937.1625,CR
0.19215,0.32212,0.19607,3.3111e-06,5.5274e-08,0.0059926,0.088327,1.9542e-12,1.6504e-06,0.041475,-4.6187e-13,NR
0.26467,0.33919,0.12899,8.5501e-06,6.2253e-08,0.0067981,0.086217,1.6692e-12,1.5024e-06,6.4546e-08,-8.6681e-15,NR
0.38637,0.59048,0.2139,5.7714e-06,6.2869e-08,0.0044589,0.090191,7.8249e-13,2.4044e-06,7506.3959,33446.091,CR
0.40815,0.5651,0.19772,9.1382e-06,6.5296e-08,0.004002,0.090262,2.2055e-12,2.3826e-06,347.4925,1.5662,NR
0.22972,0.40112,0.18966,6.6502e-06,5.558e-08,0.0053544,0.087845,5.854e-13,1.6732e-06,0.019815,-2.337e-13,NR
0.32026,0.35214,0.066421,2.5178e-06,7.1986e-08,0.005181,0.09017,1.5246e-12,3.0961e-06,250465.3441,540642.4771,CR
0.16275,0.21302,0.22505,2.8431e-06,6.0334e-08,0.0035225,0.079967,1.4949e-12,1.549e-06,1179589.5812,2663977.5304,CR
0.20284,0.2579,0.13242,9.4861e-06,7.0684e-08,0.0056771,0.088044,1.0453e-12,2.1028e-06,0.0045942,3.026e-14,NR
0.33497,0.36211,0.1501,5.2601e-06,6.9979e-08,0.0077322,0.087971,1.2202e-12,2.3128e-06,131940.8002,832402.3791,CR
0.12935,0.22514,0.11406,8.6174e-06,6.6229e-08,0.0032131,0.07517,1.508e-12,1.5451e-06,189322.9576,490971.0168,CR
0.20999,0.29157,0.093884,8.0181e-06,4.0005e-08,0.0079513,0.086067,1.5024e-12,1.5633e-06,223906.368,503585.5872,CR
0.339,0.35557,0.10265,9.3949e-06,5.9896e-08,0.0071792,0.084069,2.0896e-12,2.0236e-06,540507.9381,1481806.6707,CR
0.20655,0.30085,0.12084,3.2369e-06,5.7777e-08,0.0069396,0.081306,2.1045e-12,1.6273e-06,102640.1239,338618.3299,CR
0.19068,0.31996,0.214,3.5167e-06,5.8136e-08,0.007444,0.088881,7.2936e-13,2.191e-06,395847.9302,653826.5101,CR
0.37861,0.4285,0.18453,6.4654e-06,6.7656e-08,0.0020466,0.08112,1.5516e-12,1.7926e-06,632694.6588,1718772.8781,CR
0.25211,0.37134,0.16733,2.6195e-06,6.4979e-08,0.0029499,0.088751,1.3927e-12,1.7799e-06,2.5423e-08,2.1174e-15,NR
0.2522,0.28359,0.23297,4.7962e-06,6.7869e-08,0.0050506,0.085697,1.3743e-12,2.0442e-06,861968.0936,2503856.3005,CR
0.30456,0.40447,0.11858,7.6595e-06,6.5768e-08,0.0040663,0.086851,5.8404e-13,1.6029e-06,2.921e-10,-4.2498e-15,NR
0.3695,0.57317,0.20882,4.643e-06,7.1097e-08,0.0040239,0.088484,8.7977e-13,2.7049e-06,163585.0277,240608.8632,CR
0.21131,0.24191,0.098214,7.5099e-06,6.4165e-08,0.0021647,0.084832,1.3647e-12,1.5818e-06,0.00028184,6.4939e-15,NR
0.36932,0.49666,0.17514,7.3292e-06,5.4388e-08,0.0050491,0.0888,7.2147e-13,2.0098e-06,94266.1909,391791.0049,CR
0.16706,0.3432,0.18896,4.9339e-06,6.8474e-08,0.0022007,0.075955,1.7986e-12,1.7488e-06,421820.0192,575850.6548,CR
0.12857,0.19316,0.1005,7e-06,6.6452e-08,0.0054595,0.082905,1.1134e-12,2.2177e-06,384251.3055,715266.3683,CR
0.20857,0.25222,0.1475,7.6402e-06,6.0082e-08,0.0031806,0.08879,1.1552e-12,1.9815e-06,650.9121,4006.6087,CR
0.33956,0.38337,0.10397,3.8399e-06,5.9473e-08,0.0065339,0.085453,1.5154e-12,1.9674e-06,212277.3801,629972.4626,CR
0.15755,0.18084,0.21821,6.2094e-06,6.2475e-08,0.0070398,0.086247,1.9956e-12,1.6451e-06,2.6096,-1.2874e-12,NR
0.2949,0.40554,0.21858,8.2347e-06,6.1046e-08,0.0025985,0.088335,5.7542e-13,1.89e-06,6.2725,5.9114e-13,NR
0.3405,0.41493,0.076723,7.8879e-06,6.3467e-08,0.0032862,0.086986,9.057e-13,2.5356e-06,246193.2801,442789.3068,CR
0.38992,0.41981,0.12177,5.9323e-06,6.2887e-08,0.0052515,0.088577,1.5385e-12,2.2948e-06,283393.1524,911209.1466,CR
0.24509,0.29026,0.062563,4.8363e-06,6.4613e-08,0.0075527,0.08975,9.1957e-13,2.8373e-06,234899.6629,457471.509,CR
0.3561,0.37495,0.12069,8.8828e-06,6.0047e-08,0.0049841,0.085978,1.8108e-12,1.9166e-06,208382.1678,1071036.5059,CR
0.21652,0.26052,0.22442,8.9317e-06,6.8126e-08,0.002755,0.08964,1.7799e-12,1.6468e-06,4.7144e-13,-5.7629e-15,NR
0.25382,0.33068,0.10838,7.0303e-06,6.5598e-08,0.0058679,0.078951,1.0131e-12,1.8602e-06,363226.5183,678203.23,CR
0.13789,0.2486,0.12733,7.479e-06,6.8596e-08,0.0037609,0.073616,1.5985e-12,1.634e-06,404549.5595,666638.5639,CR
0.24542,0.35239,0.12839,8.5627e-06,6.4784e-08,0.0053052,0.089568,8.0293e-13,1.5683e-06,-1.8752e-14,-4.1032e-16,NR
0.25519,0.32104,0.18742,7.3482e-06,5.7776e-08,0.0036739,0.083227,1.5386e-12,1.5528e-06,83236.4086,1038422.0743,CR
0.24287,0.37612,0.15123,5.4975e-06,6.7427e-08,0.0024558,0.089734,2.1105e-12,2.0705e-06,1.2178e-06,1.5871e-15,NR
0.14884,0.19293,0.071366,9.4089e-06,4.3577e-08,0.0038354,0.090134,1.08e-12,1.9518e-06,229174.0759,596487.4918,CR
0.23847,0.31404,0.087063,5.2211e-06,5.5697e-08,0.0026692,0.081299,1.7938e-12,1.8447e-06,335850.6492,621292.1332,CR
0.22868,0.23446,0.17812,5.6813e-06,5.8066e-08,0.0060787,0.083327,2.1435e-12,1.5206e-06,271004.9153,2276673.1271,CR
0.36484,0.39045,0.11362,5.9797e-06,6.7492e-08,0.0021829,0.084862,1.2493e-12,1.506e-06,4.9861e-08,-5.9806e-15,NR
0.39909,0.45237,0.10934,9.4683e-06,6.341e-08,0.0033971,0.089606,9.3067e-13,2.509e-06,236305.6693,619065.9629,CR
0.24955,0.28464,0.085091,2.825e-06,6.1742e-08,0.0054824,0.086917,2.0305e-12,2.3009e-06,303421.7145,703491.3852,CR
0.22102,0.36862,0.17186,9.0473e-06,5.9517e-08,0.0078905,0.084884,1.6124e-12,1.5205e-06,0.0016709,1.3477e-14,NR
0.26127,0.27891,0.096742,3.2043e-06,6.9809e-08,0.0062615,0.086422,8.045e-13,2.6255e-06,524504.9966,1258682.5965,CR
0.13854,0.30205,0.18374,6.708e-06,6.8901e-08,0.0050101,0.086876,1.6151e-12,2.7602e-06,493268.2699,578191.5034,CR
0.37915,0.48732,0.16868,8.2204e-06,6.4791e-08,0.0074469,0.090072,1.5857e-12,2.0977e-06,0.0014882,-5.827e-14,NR
0.13494,0.14472,0.1095,4.7285e-06,6.936e-08,0.0033649,0.080601,1.1356e-12,1.7063e-06,74209.3107,803457.6611,CR
0.21292,0.21911,0.067055,8.43e-06,5.9426e-08,0.0027696,0.085501,1.5676e-12,1.7623e-06,295.0439,128.174,NR
0.16956,0.23672,0.085831,4.8653e-06,6.6732e-08,0.0051103,0.083277,6.0692e-13,1.5955e-06,0.0010748,5.7261e-14,NR
0.41192,0.46878,0.13847,9.3243e-06,7.1681e-08,0.0045009,0.088168,1.1459e-12,2.6209e-06,334535.7872,791954.898,CR
0.30118,0.44653,0.18227,6.0789e-06,6.1819e-08,0.0028044,0.087132,1.7818e-12,2.4615e-06,525916.2903,693121.8074,CR
0.25195,0.48801,0.23682,3.254e-06,5.3091e-08,0.002385,0.078435,1.683e-12,1.5077e-06,340280.6686,452273.7247,CR
0.1978,0.22152,0.088387,5.2797e-06,4.2116e-08,0.006905,0.090328,1.7065e-12,1.5065e-06,108.0143,0.002015,NR
0.13342,0.15715,0.19322,6.4856e-06,7.1952e-08,0.0041972,0.086522,6.9979e-13,2.5637e-06,1196544.2368,2857522.1953,CR
0.20579,0.21391,0.17852,3.0808e-06,7.1349e-08,0.0036965,0.077419,8.9243e-13,1.5125e-06,580131.5174,2533456.8528,CR
0.2612,0.34791,0.10358,4.4137e-06,6.9412e-08,0.0022442,0.090136,1.5301e-12,2.7778e-06,109472.9905,269166.4545,CR
0.1355,0.21251,0.11872,8.627e-06,4.0974e-08,0.0071274,0.086077,1.1021e-12,1.5347e-06,312837.2803,747921.1879,CR
0.26966,0.3395,0.13456,6.3457e-06,6.4392e-08,0.0034716,0.0857,8.6632e-13,1.9958e-06,27103.65,361755.5352,CR
0.32315,0.47904,0.2281,8.0148e-06,6.2165e-08,0.0026644,0.086152,1.5462e-12,2.0229e-06,176492.8051,544214.393,CR
0.28615,0.45304,0.17144,7.0384e-06,6.5884e-08,0.0022036,0.087073,1.4625e-12,1.9981e-06,0.18295,-6.6163e-13,NR
0.27151,0.27819,0.19472,8.7842e-06,7.1337e-08,0.0046042,0.085551,1.3944e-12,1.5145e-06,2.531e-10,-1.2361e-14,NR
0.16791,0.17388,0.19791,5.8792e-06,5.1424e-08,0.0033742,0.084399,1.2442e-12,1.5861e-06,1401418.5182,4645074.7246,CR
0.33179,0.35079,0.087134,7.2324e-06,6.8913e-08,0.0078616,0.090272,1.4848e-12,2.5865e-06,35446.3791,348498.9272,CR
0.40004,0.56346,0.23094,3.5341e-06,6.1173e-08,0.0066619,0.087539,8.4693e-13,1.6912e-06,0.00035334,-1.2639e-14,NR
0.36418,0.43792,0.17221,3.3582e-06,5.8645e-08,0.0037333,0.086002,2.182e-12,1.498e-06,0.0025234,2.8736e-14,NR
0.40253,0.49048,0.1329,5.4312e-06,7.1033e-08,0.0068841,0.083006,1.7411e-12,2.3705e-06,485669.7496,743030.4251,CR
0.30578,0.39758,0.12092,9.5205e-06,6.7003e-08,0.0053981,0.089721,5.8764e-13,2.6352e-06,129003.9797,333513.7952,CR
0.39479,0.437,0.17574,5.0395e-06,6.5915e-08,0.0041558,0.089939,9.5398e-13,1.8028e-06,3.1854e-10,-1.6341e-14,NR
0.1235,0.19136,0.1047,8.6975e-06,6.8753e-08,0.004872,0.086164,2.1827e-12,2.6022e-06,391095.8606,697756.9115,CR
0.24139,0.40057,0.18109,2.834e-06,6.7864e-08,0.0040859,0.087803,1.1257e-12,2.8117e-06,496358.1504,582645.9372,CR
0.36367,0.37241,0.072429,6.8635e-06,5.8618e-08,0.0069269,0.088751,1.8666e-12,2.0992e-06,36723.2064,397008.7258,CR
0.19613,0.24144,0.21406,6.8463e-06,5.4836e-08,0.005004,0.086114,1.5036e-12,1.6966e-06,647328.7648,2116898.5638,CR
0.36637,0.39656,0.12879,8.4108e-06,6.4183e-08,0.0053049,0.085037,1.995e-12,1.8578e-06,10029.1426,510956.8524,CR
0.31894,0.35761,0.060279,6.7092e-06,6.8431e-08,0.0041677,0.074137,1.1917e-12,1.6246e-06,233829.8625,594550.3375,CR
0.40287,0.55192,0.21605,5.4261e-06,6.0273e-08,0.0033106,0.085458,8.4882e-13,2.0562e-06,457911.5908,714315.372,CR
0.21165,0.30032,0.10029,2.7347e-06,6.1395e-08,0.0078424,0.087414,1.3102e-12,2.5776e-06,381394.8818,540363.257,CR
0.23154,0.34454,0.19282,8.3566e-06,6.9521e-08,0.0036905,0.079984,1.2405e-12,1.5295e-06,18.6613,3.0152e-10,NR
0.35851,0.52033,0.23359,9.2229e-06,5.5539e-08,0.0034171,0.087961,2.1462e-12,1.7547e-06,32.8725,7.3478e-09,NR
0.4141,0.54054,0.16881,5.3412e-06,5.3222e-08,0.0061384,0.089423,1.1567e-12,1.7526e-06,0.57213,-3.5598e-13,NR
